,title,artist,region,year,stream,Rank
374,God's Plan,Drake,Latvia,2018,585083,5
375,Zemes stunda,"ansis, Kristīne Pāže",Latvia,2018,564925,6
376,Lucid Dreams,Juice WRLD,Latvia,2018,526572,7
377,I Got Love,"MiyaGi & Endspiel, Rem Digga",Latvia,2018,501205,8
378,Moonlight,XXXTENTACION,Latvia,2018,462036,9
379,Jocelyn Flores,XXXTENTACION,Latvia,2018,458270,10
380,Shape of You,Ed Sheeran,Luxembourg,2017,544631,1
381,Despacito (Featuring Daddy Yankee),Luis Fonsi,Luxembourg,2017,257174,2
382,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Luxembourg,2017,247378,3
383,Something Just Like This,"The Chainsmokers, Coldplay",Luxembourg,2017,224007,4
384,It Ain't Me (with Selena Gomez),Kygo,Luxembourg,2017,198121,5
385,Mask Off,Future,Luxembourg,2017,181014,6
386,Unforgettable,"French Montana, Swae Lee",Luxembourg,2017,168597,7
387,Paris,The Chainsmokers,Luxembourg,2017,158450,8
388,Stay (with Alessia Cara),Zedd,Luxembourg,2017,152990,9
389,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Luxembourg,2017,148091,10
390,All I Want for Christmas Is You,Mariah Carey,Luxembourg,2018,12545,1
391,Last Christmas,Wham!,Luxembourg,2018,11608,2
392,Jingle Bell Rock,Bobby Helms,Luxembourg,2018,9885,3
393,It's Beginning to Look a Lot like Christmas,Michael Bublé,Luxembourg,2018,9527,4
394,Rockin' Around The Christmas Tree,Brenda Lee,Luxembourg,2018,9389,5
395,It's the Most Wonderful Time of the Year,Andy Williams,Luxembourg,2018,9143,6
396,Santa Tell Me,Ariana Grande,Luxembourg,2018,8901,7
397,Do They Know It's Christmas? - 1984 Version,Band Aid,Luxembourg,2018,8666,8
398,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,Luxembourg,2018,7912,9
399,Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",Luxembourg,2018,7270,10
400,DÁKITI,"Bad Bunny, Jhay Cortez",Mexico,2021,172022422,1
401,Todo De Ti,Rauw Alejandro,Mexico,2021,163626745,2
402,Botella Tras Botella,"Gera MX, Christian Nodal",Mexico,2021,151094533,3
403,Yonaguni,Bad Bunny,Mexico,2021,137928180,4
404,BICHOTA,KAROL G,Mexico,2021,122339357,5
405,Fiel,"Los Legendarios, Wisin, Jhay Cortez",Mexico,2021,111988641,6
406,Bandido,"Myke Towers, Juhn",Mexico,2021,111458359,7
407,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",Mexico,2021,109340328,8
408,Hawái,Maluma,Mexico,2021,103429857,9
409,Pareja Del Año,"Sebastian Yatra, Myke Towers",Mexico,2021,98507051,10
410,God's Plan,Drake,New Zealand,2018,9793465,1
411,Youngblood,5 Seconds of Summer,New Zealand,2018,8007805,2
412,Psycho (feat. Ty Dolla $ign),Post Malone,New Zealand,2018,8001639,3
413,Love Lies (with Normani),Khalid,New Zealand,2018,7780266,4
414,SAD!,XXXTENTACION,New Zealand,2018,7417236,5
415,I Fall Apart,Post Malone,New Zealand,2018,7416182,6
416,Better Now,Post Malone,New Zealand,2018,7177115,7
417,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,New Zealand,2018,6769985,8
418,Girls Like You (feat. Cardi B),Maroon 5,New Zealand,2018,6534159,9
419,Eastside (with Halsey & Khalid),benny blanco,New Zealand,2018,6492348,10
420,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Panama,2018,2621972,1
421,Vaina Loca,"Ozuna, Manuel Turizo",Panama,2018,2171131,2
422,Me Niego (feat. Ozuna & Wisin),Reik,Panama,2018,1898943,3
423,La player (Bandolera),Zion & Lennox,Panama,2018,1832752,4
424,X,"Nicky Jam, J Balvin",Panama,2018,1805573,5
425,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Panama,2018,1785942,6
426,Síguelo Bailando,Ozuna,Panama,2018,1702281,7
427,No Es Justo,"J Balvin, Zion & Lennox",Panama,2018,1581577,8
428,Ni Gucci Ni Prada,Kenny Man,Panama,2018,1511598,9
429,Toda - Remix,"Alex Rose, Cazzu, Rauw Alejandro, Lenny Tavárez",Panama,2018,1501294,10
430,Kung 'Di Rin Lang Ikaw,"December Avenue, Moira Dela Torre",Philippines,2019,60045881,1
431,Sana,I Belong to the Zoo,Philippines,2019,59136361,2
432,Kahit Ayaw Mo Na,This Band,Philippines,2019,53799960,3
433,Maybe The Night,Ben&Ben,Philippines,2019,47902626,4
434,Hindi Na Nga,This Band,Philippines,2019,46053697,5
435,Kathang Isip,Ben&Ben,Philippines,2019,45329951,6
436,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Philippines,2019,45303375,7
437,comethru,Jeremy Zucker,Philippines,2019,42684031,8
438,Señorita,"Shawn Mendes, Camila Cabello",Philippines,2019,42483717,9
439,Buwan,juan karlos,Philippines,2019,42186385,10
440,bad guy,Billie Eilish,Romania,2019,2043971,1
441,7 rings,Ariana Grande,Romania,2019,1907824,2
442,Señorita,"Shawn Mendes, Camila Cabello",Romania,2019,1693672,3
443,Wow.,Post Malone,Romania,2019,1635069,4
444,Dance Monkey,Tones And I,Romania,2019,1525043,5
445,Without Me,Halsey,Romania,2019,1485985,6
446,Let Me Down Slowly,Alec Benjamin,Romania,2019,1425519,7
447,bury a friend,Billie Eilish,Romania,2019,1278671,8
448,I Don't Care (with Justin Bieber),Ed Sheeran,Romania,2019,1276876,9
449,Someone You Loved,Lewis Capaldi,Romania,2019,1266777,10
450,Shape of You,Ed Sheeran,Slovakia,2017,1250326,1
451,Thunder,Imagine Dragons,Slovakia,2017,742455,2
452,Something Just Like This,"The Chainsmokers, Coldplay",Slovakia,2017,694095,3
453,Believer,Imagine Dragons,Slovakia,2017,685364,4
454,More Than You Know,Axwell /\ Ingrosso,Slovakia,2017,626918,5
455,It Ain't Me (with Selena Gomez),Kygo,Slovakia,2017,607096,6
456,rockstar,"Post Malone, 21 Savage",Slovakia,2017,491568,7
457,Havana,"Camila Cabello, Young Thug",Slovakia,2017,490676,8
458,Mama,"Jonas Blue, William Singe",Slovakia,2017,479796,9
459,There's Nothing Holdin' Me Back,Shawn Mendes,Slovakia,2017,472457,10
460,Contando Lunares (feat. Cruz Cafuné),Don Patricio,Spain,2019,78829794,1
461,Con Calma,"Daddy Yankee, Snow",Spain,2019,70836097,2
462,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Spain,2019,65664884,3
463,Calma - Remix,"Pedro Capó, Farruko",Spain,2019,62818102,4
464,Con Altura,"ROSALÍA, J Balvin, El Guincho",Spain,2019,57991003,5
465,Callaita,"Bad Bunny, Tainy",Spain,2019,56037161,6
466,Secreto,"Anuel AA, KAROL G",Spain,2019,48597196,7
467,Adan y Eva,Paulo Londra,Spain,2019,47719502,8
468,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Spain,2019,46750807,9
469,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",Spain,2019,46721809,10
470,Tusa,"KAROL G, Nicki Minaj",Spain,2020,90101943,1
471,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Spain,2020,57336380,2
472,Se iluminaba,"Fred De Palma, Ana Mena",Spain,2020,57242665,3
473,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",Spain,2020,52742244,4
474,Caramelo,Ozuna,Spain,2020,51816592,5
475,DÁKITI,"Bad Bunny, Jhay Cortez",Spain,2020,48948539,6
476,Mil Tequilas,Chema Rivas,Spain,2020,48256807,7
477,Hawái,Maluma,Spain,2020,47419226,8
478,Morado,J Balvin,Spain,2020,46784560,9
479,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Spain,2020,45101799,10
480,體面(電影《前任3:再見前任》插曲),Kelly Yu,Taiwan,2018,4519407,1
481,連名帶姓,A-Mei Chang,Taiwan,2018,4074371,2
482,追光者 - 電視劇夏至未至插曲,Yoyo Sham,Taiwan,2018,3795442,3
483,The Middle,"Zedd, Maren Morris, Grey",Taiwan,2018,3720496,4
484,慢慢喜歡你,Karen Mok,Taiwan,2018,3673071,5
485,幾分之幾 - 電影<花甲大人轉男孩>主題曲,Crowd Lu,Taiwan,2018,3638704,6
486,浪子回頭,EggPlantEgg,Taiwan,2018,3596366,7
487,Girls Like You (feat. Cardi B),Maroon 5,Taiwan,2018,3261797,8
488,FRIENDS,"Marshmello, Anne-Marie",Taiwan,2018,3246302,9
489,Havana (feat. Young Thug),Camila Cabello,Taiwan,2018,3198712,10
490,浪流連,EggPlantEgg,Taiwan,2019,7831316,1
491,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,Taiwan,2019,7655179,2
492,Without You,高爾宣 OSN,Taiwan,2019,7588242,3
493,怎麼了,Eric Chou,Taiwan,2019,7507784,4
494,Señorita,"Shawn Mendes, Camila Cabello",Taiwan,2019,7412340,5
495,年少有為,Ronghao Li,Taiwan,2019,6636504,6
496,bad guy,Billie Eilish,Taiwan,2019,6046389,7
497,倒數,G.E.M.,Taiwan,2019,5786170,8
498,真的傻 (電影《一吻定情》追愛版主題曲),LaLa Hsu,Taiwan,2019,5701099,9
499,路過人間 (電視劇《我們與惡的距離》插曲),Yisa Yu,Taiwan,2019,5472577,10
500,Blinding Lights,The Weeknd,United Kingdom,2020,113847572,1
501,Roses - Imanbek Remix,SAINt JHN,United Kingdom,2020,78151849,2
502,ROCKSTAR (feat. Roddy Ricch),DaBaby,United Kingdom,2020,75210077,3
503,The Box,Roddy Ricch,United Kingdom,2020,69873933,4
504,Dance Monkey,Tones And I,United Kingdom,2020,66818345,5
505,Watermelon Sugar,Harry Styles,United Kingdom,2020,64025018,6
506,Head & Heart (feat. MNEK),Joel Corry,United Kingdom,2020,63901382,7
507,Don't Start Now,Dua Lipa,United Kingdom,2020,61461738,8
508,Someone You Loved,Lewis Capaldi,United Kingdom,2020,58227839,9
509,Before You Go,Lewis Capaldi,United Kingdom,2020,57687422,10
510,Calma - Remix,"Pedro Capó, Farruko",Uruguay,2019,3826105,1
511,Con Calma,"Daddy Yankee, Snow",Uruguay,2019,3767842,2
512,Adan y Eva,Paulo Londra,Uruguay,2019,3416783,3
513,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",Uruguay,2019,3032444,4
514,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Uruguay,2019,3014384,5
515,Secreto,"Anuel AA, KAROL G",Uruguay,2019,2975874,6
516,Callaita,"Bad Bunny, Tainy",Uruguay,2019,2966334,7
517,Otro Trago,"Sech, Darell",Uruguay,2019,2923425,8
518,Tal Vez,Paulo Londra,Uruguay,2019,2854029,9
519,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",Uruguay,2019,2591899,10
520,Tusa,"KAROL G, Nicki Minaj",Uruguay,2020,4561870,1
521,Hawái,Maluma,Uruguay,2020,3930038,2
522,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",Uruguay,2020,3171302,3
523,Favorito,Camilo,Uruguay,2020,3128435,4
524,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Uruguay,2020,3075617,5
525,Caramelo,Ozuna,Uruguay,2020,2999195,6
526,Tattoo - Remix with Camilo,Rauw Alejandro,Uruguay,2020,2994937,7
527,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Uruguay,2020,2931582,8
528,Dance Monkey,Tones And I,Uruguay,2020,2722152,9
529,PORFA,"Feid, Justin Quiles",Uruguay,2020,2628826,10
530,Blinding Lights,The Weeknd,Australia,2020,67035682,1
531,Roses - Imanbek Remix,SAINt JHN,Australia,2020,53287865,2
532,Don't Start Now,Dua Lipa,Australia,2020,46877433,3
533,ROCKSTAR (feat. Roddy Ricch),DaBaby,Australia,2020,42505138,4
534,Watermelon Sugar,Harry Styles,Australia,2020,41249895,5
535,Dance Monkey,Tones And I,Australia,2020,40170804,6
536,Circles,Post Malone,Australia,2020,38698258,7
537,The Box,Roddy Ricch,Australia,2020,38000999,8
538,Before You Go,Lewis Capaldi,Australia,2020,36199364,9
539,Adore You,Harry Styles,Australia,2020,34952144,10
540,Dance Monkey,Tones And I,Austria,2019,6228977,1
541,bad guy,Billie Eilish,Austria,2019,5770803,2
542,Señorita,"Shawn Mendes, Camila Cabello",Austria,2019,4878463,3
543,Roller,Apache 207,Austria,2019,4859880,4
544,Wieder Lila,"Samra, Capital Bra",Austria,2019,4722943,5
545,500 PS,"Bonez MC, RAF Camora",Austria,2019,4705854,6
546,Prinzessa,Capital Bra,Austria,2019,4536868,7
547,Tilidin,"Capital Bra, Samra",Austria,2019,4530191,8
548,Someone You Loved,Lewis Capaldi,Austria,2019,4275716,9
549,Sweet but Psycho,Ava Max,Austria,2019,4241192,10
550,Blinding Lights,The Weeknd,Austria,2020,8328357,1
551,Roses - Imanbek Remix,SAINt JHN,Austria,2020,6840418,2
552,Roller,Apache 207,Austria,2020,6022323,3
553,Dance Monkey,Tones And I,Austria,2020,5602288,4
554,ROCKSTAR (feat. Roddy Ricch),DaBaby,Austria,2020,5414712,5
555,Breaking Me,"Topic, A7S",Austria,2020,5387947,6
556,Mood (feat. iann dior),24kGoldn,Austria,2020,5355454,7
557,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Austria,2020,5122988,8
558,Never Let Me Down,"VIZE, Tom Gregory",Austria,2020,4077967,9
559,Hollywood,"LA Vision, Gigi D'Agostino",Austria,2020,4059157,10
560,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Bolivia,2018,2263377,1
561,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Bolivia,2018,2161024,2
562,Por Perro,"Sebastian Yatra, Luis Figueroa, Lary Over",Bolivia,2018,2116856,3
563,Me Niego (feat. Ozuna & Wisin),Reik,Bolivia,2018,1940861,4
564,X,"Nicky Jam, J Balvin",Bolivia,2018,1839081,5
565,Vaina Loca,"Ozuna, Manuel Turizo",Bolivia,2018,1777818,6
566,Dembow,Danny Ocean,Bolivia,2018,1704163,7
567,Sin Pijama,"Becky G, Natti Natasha",Bolivia,2018,1692012,8
568,No Es Justo,"J Balvin, Zion & Lennox",Bolivia,2018,1665380,9
569,Cuando Te Besé,"Becky G, Paulo Londra",Bolivia,2018,1632689,10
570,La player (Bandolera),Zion & Lennox,Chile,2018,43634649,1
571,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Chile,2018,43424923,2
572,Vaina Loca,"Ozuna, Manuel Turizo",Chile,2018,37728406,3
573,Me Niego (feat. Ozuna & Wisin),Reik,Chile,2018,35063589,4
574,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Chile,2018,34250808,5
575,No Es Justo,"J Balvin, Zion & Lennox",Chile,2018,33762791,6
576,Sin Pijama,"Becky G, Natti Natasha",Chile,2018,31209551,7
577,Hipócrita,"Anuel AA, Zion",Chile,2018,30749116,8
578,X,"Nicky Jam, J Balvin",Chile,2018,30562297,9
579,Bella,Wolfine,Chile,2018,29806218,10
580,Shape of You,Ed Sheeran,Czech Republic,2017,4248621,1
581,Thunder,Imagine Dragons,Czech Republic,2017,2459186,2
582,Believer,Imagine Dragons,Czech Republic,2017,2395706,3
583,Something Just Like This,"The Chainsmokers, Coldplay",Czech Republic,2017,2348624,4
584,More Than You Know,Axwell /\ Ingrosso,Czech Republic,2017,2023813,5
585,It Ain't Me (with Selena Gomez),Kygo,Czech Republic,2017,1907776,6
586,Galway Girl,Ed Sheeran,Czech Republic,2017,1828676,7
587,Symphony (feat. Zara Larsson),Clean Bandit,Czech Republic,2017,1673368,8
588,There's Nothing Holdin' Me Back,Shawn Mendes,Czech Republic,2017,1618965,9
589,Solo Dance,Martin Jensen,Czech Republic,2017,1614559,10
590,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",Czech Republic,2021,5125474,1
591,The Business,Tiësto,Czech Republic,2021,4796808,2
592,Astronaut In The Ocean,Masked Wolf,Czech Republic,2021,4755987,3
593,Beggin',Måneskin,Czech Republic,2021,4718759,4
594,Heat Waves,Glass Animals,Czech Republic,2021,4683481,5
595,STAY (with Justin Bieber),The Kid LAROI,Czech Republic,2021,4672472,6
596,good 4 u,Olivia Rodrigo,Czech Republic,2021,4416873,7
597,MONTERO (Call Me By Your Name),Lil Nas X,Czech Republic,2021,4393805,8
598,I WANNA BE YOUR SLAVE,Måneskin,Czech Republic,2021,4274590,9
599,Bad Habits,Ed Sheeran,Czech Republic,2021,4136931,10
600,Shape of You,Ed Sheeran,Finland,2017,15308400,1
601,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Finland,2017,11492348,2
602,Antaudun,Reino Nordin,Finland,2017,10785372,3
603,rockstar,"Post Malone, 21 Savage",Finland,2017,9104156,4
604,Rahan takii,Antti Tuisku,Finland,2017,9051519,5
605,Hula Hula,"Robin, Nelli Matula",Finland,2017,8609279,6
606,Liikaa Sussa Kii,"Mikael Gabriel, Isac Elliot",Finland,2017,7958231,7
607,Kylmii Väreitä,Evelina,Finland,2017,7849173,8
608,Hulluuden Highway,Haloo Helsinki!,Finland,2017,7804085,9
609,Hanuri (feat. Boyat),Antti Tuisku,Finland,2017,7300045,10
610,Ikuinen vappu,JVG,Finland,2019,15678690,1
611,bad guy,Billie Eilish,Finland,2019,9786908,2
612,Señorita,"Shawn Mendes, Camila Cabello",Finland,2019,9421693,3
613,Dance Monkey,Tones And I,Finland,2019,9384673,4
614,Vuosien päästä (feat. Etta),STEREO,Finland,2019,7984768,5
615,Surullinen Klovni,"MKDMSK, Pyhimys",Finland,2019,7797566,6
616,Muijii stadis,Gettomasa,Finland,2019,7685432,7
617,Harmaa Rinne,Teflon Brothers,Finland,2019,7153539,8
618,7 rings,Ariana Grande,Finland,2019,7134050,9
619,Suomen muotoisen pilven alla,Arttu Wiskari,Finland,2019,6620023,10
620,Callaita,"Bad Bunny, Tainy",Guatemala,2019,5776668,1
621,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",Guatemala,2019,5261799,2
622,LA CANCIÓN,"J Balvin, Bad Bunny",Guatemala,2019,5099949,3
623,Otro Trago,"Sech, Darell",Guatemala,2019,5096895,4
624,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Guatemala,2019,4903331,5
625,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Guatemala,2019,4554130,6
626,Te Vi,"Piso 21, Micro TDH",Guatemala,2019,4379809,7
627,Con Calma,"Daddy Yankee, Snow",Guatemala,2019,4349873,8
628,Secreto,"Anuel AA, KAROL G",Guatemala,2019,4159016,9
629,Calma - Remix,"Pedro Capó, Farruko",Guatemala,2019,4128426,10
630,bad guy,Billie Eilish,Hungary,2019,3885446,1
631,Dance Monkey,Tones And I,Hungary,2019,3260517,2
632,Señorita,"Shawn Mendes, Camila Cabello",Hungary,2019,3221582,3
633,Sweet but Psycho,Ava Max,Hungary,2019,2637316,4
634,Olyan Ő,Bagossy Brothers Company,Hungary,2019,2521233,5
635,7 rings,Ariana Grande,Hungary,2019,2382617,6
636,High Hopes,Panic! At The Disco,Hungary,2019,2360038,7
637,Shallow,"Lady Gaga, Bradley Cooper",Hungary,2019,2356059,8
638,I Don't Care (with Justin Bieber),Ed Sheeran,Hungary,2019,2144551,9
639,Sucker,Jonas Brothers,Hungary,2019,1980313,10
640,Someone You Loved,Lewis Capaldi,Ireland,2019,16671923,1
641,Dance Monkey,Tones And I,Ireland,2019,11374677,2
642,bad guy,Billie Eilish,Ireland,2019,10926212,3
643,Outnumbered,Dermot Kennedy,Ireland,2019,9311435,4
644,3 Nights,Dominic Fike,Ireland,2019,9097761,5
645,7 rings,Ariana Grande,Ireland,2019,8173035,6
646,Piece Of Your Heart,"MEDUZA, Goodboys",Ireland,2019,8073019,7
647,I Don't Care (with Justin Bieber),Ed Sheeran,Ireland,2019,8007064,8
648,Señorita,"Shawn Mendes, Camila Cabello",Ireland,2019,7994797,9
649,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Ireland,2019,7899741,10
650,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",Luxembourg,2021,77111,1
651,MONTERO (Call Me By Your Name),Lil Nas X,Luxembourg,2021,76550,2
652,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Luxembourg,2021,54908,3
653,Astronaut In The Ocean,Masked Wolf,Luxembourg,2021,47621,4
654,good 4 u,Olivia Rodrigo,Luxembourg,2021,46898,5
655,Beggin',Måneskin,Luxembourg,2021,45132,6
656,Levitating (feat. DaBaby),Dua Lipa,Luxembourg,2021,44782,7
657,Heat Waves,Glass Animals,Luxembourg,2021,43149,8
658,STAY (with Justin Bieber),The Kid LAROI,Luxembourg,2021,43050,9
659,Kiss Me More (feat. SZA),Doja Cat,Luxembourg,2021,41365,10
660,Shape of You,Ed Sheeran,Malaysia,2017,11773514,1
661,Something Just Like This,"The Chainsmokers, Coldplay",Malaysia,2017,8412962,2
662,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Malaysia,2017,8277747,3
663,Say You Won't Let Go,James Arthur,Malaysia,2017,7423012,4
664,Perfect,Ed Sheeran,Malaysia,2017,7213005,5
665,Attention,Charlie Puth,Malaysia,2017,6960552,6
666,"""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)""""""","ZAYN, Taylor Swift",Malaysia,2017,5976035,7
667,Scared to Be Lonely,"Martin Garrix, Dua Lipa",Malaysia,2017,5669544,8
668,That's What I Like,Bruno Mars,Malaysia,2017,5608207,9
669,It Ain't Me (with Selena Gomez),Kygo,Malaysia,2017,5600447,10
670,You Are The Reason,Calum Scott,Malaysia,2018,6378707,1
671,Girls Like You (feat. Cardi B),Maroon 5,Malaysia,2018,6062990,2
672,FRIENDS,"Marshmello, Anne-Marie",Malaysia,2018,5477242,3
673,The Middle,"Zedd, Maren Morris, Grey",Malaysia,2018,5397297,4
674,IDGAF,Dua Lipa,Malaysia,2018,5257046,5
675,Perfect,Ed Sheeran,Malaysia,2018,5144499,6
676,Wolves,"Selena Gomez, Marshmello",Malaysia,2018,5107279,7
677,2002,Anne-Marie,Malaysia,2018,5098938,8
678,Havana (feat. Young Thug),Camila Cabello,Malaysia,2018,4901709,9
679,no tears left to cry,Ariana Grande,Malaysia,2018,4877629,10
680,Amorfoda,Bad Bunny,Nicaragua,2018,14691,1
681,Dura,Daddy Yankee,Nicaragua,2018,9591,2
682,Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Nicaragua,2018,6681,3
683,Quiero Repetir,"Ozuna, J Balvin",Nicaragua,2018,6075,4
684,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Nicaragua,2018,6024,5
685,Solita,"Ozuna, Mambo Kingz, DJ Luian, Bad Bunny, Wisin, Almighty",Nicaragua,2018,5655,6
686,Chambea,Bad Bunny,Nicaragua,2018,4757,7
687,Criminal,"Natti Natasha, Ozuna",Nicaragua,2018,4731,8
688,Corazón,"Maluma, Nego do Borel",Nicaragua,2018,4597,9
689,Vuelve,"Daddy Yankee, Bad Bunny",Nicaragua,2018,4576,10
690,Blinding Lights,The Weeknd,Portugal,2020,9889819,1
691,menina solta,GIULIA BE,Portugal,2020,7316539,2
692,The Box,Roddy Ricch,Portugal,2020,6926707,3
693,Tempo,"FRANKIEONTHEGUITAR, T-Rex, LON3R JOHNY, Bispo",Portugal,2020,6570822,4
694,Louco,"Piruka, Bluay",Portugal,2020,6561186,5
695,Somos Iguais,Plutónio,Portugal,2020,6324401,6
696,ROCKSTAR (feat. Roddy Ricch),DaBaby,Portugal,2020,6207096,7
697,Don't Start Now,Dua Lipa,Portugal,2020,6188291,8
698,Watermelon Sugar,Harry Styles,Portugal,2020,5977990,9
699,Toosie Slide,Drake,Portugal,2020,5807212,10
700,Despacito (Featuring Daddy Yankee),Luis Fonsi,Spain,2017,76135182,1
701,Me Rehúso,Danny Ocean,Spain,2017,65869794,2
702,Shape of You,Ed Sheeran,Spain,2017,60057135,3
703,Felices los 4,Maluma,Spain,2017,50183076,4
704,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,Spain,2017,42599058,5
705,Reggaetón Lento (Bailemos),CNCO,Spain,2017,38422641,6
706,El Amante,Nicky Jam,Spain,2017,38083214,7
707,Mi Gente,"J Balvin, Willy William",Spain,2017,37905189,8
708,Lumbra,"Cali Y El Dandee, Shaggy",Spain,2017,37320916,9
709,Otra vez (feat. J Balvin),Zion & Lennox,Spain,2017,34860141,10
710,Without You (feat. Sandro Cavazza),Avicii,Sweden,2018,30228056,1
711,Hon dansar vidare i livet,Hov1,Sweden,2018,28977587,2
712,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,Sweden,2018,28813302,3
713,God's Plan,Drake,Sweden,2018,27111313,4
714,Mer för varandra,"Norlie & KKV, estraden",Sweden,2018,24323317,5
715,Better Now,Post Malone,Sweden,2018,23385194,6
