,title,artist,date,n
462,MONEY,LISA,2021-10,35
463,Échame La Culpa,"Luis Fonsi, Demi Lovato",2017-11,35
464,Criminal,"Natti Natasha, Ozuna",2017-12,35
465,Kokain,"Bonez MC, RAF Camora, Gzuz",2018-09,34
466,Shape of You,Ed Sheeran,2017-07,34
467,WITHOUT YOU,The Kid LAROI,2020-12,34
468,Cold Heart - PNAU Remix,"Elton John, Dua Lipa",2021-10,34
469,Pepas,Farruko,2021-10,34
470,Heat Waves,Glass Animals,2021-09,34
471,STAY (with Justin Bieber),The Kid LAROI,2021-12,34
472,In My Mind,"Dynoro, Gigi D'Agostino",2018-07,33
473,On My Way,"Alan Walker, Sabrina Carpenter, Farruko",2019-04,33
474,HIGHEST IN THE ROOM,Travis Scott,2019-11,33
475,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-08,33
476,It Ain't Me (with Selena Gomez),Kygo,2017-03,33
477,Relación,Sech,2020-07,33
478,good 4 u,Olivia Rodrigo,2021-07,33
479,Rolls,"Yzomandias, Nik Tendo",2020-08,33
480,BICHOTA,KAROL G,2021-01,33
481,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2020-09,33
482,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-11,33
483,I Love It (& Lil Pump),Kanye West,2018-10,32
484,SOLO,JENNIE,2019-01,32
485,Soldi,Mahmood,2019-05,32
486,Si Te Vas,"Sech, Ozuna",2019-11,32
487,More Than You Know,Axwell /\ Ingrosso,2017-07,32
488,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",2020-07,32
489,Breaking Me,"Topic, A7S",2020-08,32
490,Watermelon Sugar,Harry Styles,2020-08,32
491,Heartbreak Anniversary,Giveon,2021-02,32
492,Se Preparó,Ozuna,2017-11,32
493,Was du Liebe nennst,Bausa,2017-10,32
494,Tamagotchi,"TACONAFIDE, Quebonafide, Taco Hemingway",2018-05,31
495,Mary Jane (Radio Edit),Burry Soprano,2018-10,31
496,Toda - Remix,"Alex Rose, Cazzu, Rauw Alejandro, Lenny Tavárez",2018-07,31
497,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",2018-08,31
498,今夜このまま,Aimyon,2019-01,31
499,Biladerim İçin,Ben Fero,2019-03,31
500,マリーゴールド,Aimyon,2019-03,31
501,マリーゴールド,Aimyon,2019-05,31
502,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,2019-07,31
503,Al Mafrood,Aseel Hameem,2019-07,31
504,Pretender,Official HIGE DANdism,2019-07,31
505,Al Mafrood,Aseel Hameem,2019-08,31
506,Pretender,Official HIGE DANdism,2019-08,31
507,Mekanın Sahibi,Norm Ender,2019-08,31
508,Pretender,Official HIGE DANdism,2019-10,31
509,Ne reviens pas,"Gradur, Heuss L'enfoiré",2019-12,31
510,Louco,"Piruka, Bluay",2020-01,31
511,Without You,高爾宣 OSN,2019-12,31
512,Without You,高爾宣 OSN,2020-01,31
513,Pretender,Official HIGE DANdism,2019-12,31
514,"""想見你想見你想見你(電視劇""""想見你""""片尾曲)""",831,2020-03,31
515,Réseaux,Niska,2017-08,31
516,Ég Vil Það,"Chase Anthony, JóiPé",2017-08,31
517,Sen Olsan Bari,Aleyna Tilki,2017-08,31
518,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,2020-10,31
519,A Un Passo Dalla Luna,"Rocco Hunt, Ana Mena",2020-08,31
520,Oh Juliana,Niack,2020-08,31
521,Watermelon Sugar,Harry Styles,2020-07,31
522,Bläulich,Apache 207,2020-07,31
523,Penelope (feat. Clever),william,2020-08,31
524,Meu Pedaço de Pecado,João Gomes,2021-07,31
525,夜に駆ける,YOASOBI,2020-07,31
526,Mind1,"Azahriah, DESH",2021-07,31
527,Hustla,Wegz,2020-12,31
528,Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,2021-01,31
529,Voodoo,"Light, Hawk",2021-01,31
530,一人之境 in C major,Terence Lam,2021-01,31
531,At My Worst,Pink Sweat$,2021-01,31
532,Pepas,Farruko,2021-07,31
533,cardigan,Taylor Swift,2020-07,31
534,ドライフラワー,優里,2021-03,31
535,Krvn,UZI,2021-05,31
536,Shape of You,Ed Sheeran,2017-10,31
537,אפס מאמץ,"Static & Ben El, Netta",2021-08,31
538,MI FAI IMPAZZIRE,"BLANCO, Sfera Ebbasta",2021-08,31
539,Yonaguni,Bad Bunny,2021-11,31
540,My Universe,"Coldplay, BTS",2021-10,31
541,Shape of You,Ed Sheeran,2018-01,31
542,Shape of You,Ed Sheeran,2017-12,31
543,Vai malandra (feat. Tropkillaz & DJ Yuri Martins),"Anitta, Mc Zaac, Maejor",2018-01,31
544,Yanıyoruz,Burak King,2018-01,31
545,Langsom,Gilli,2018-01,31
546,Rewrite The Stars,"Zac Efron, Zendaya",2018-02,30
547,Versace on the Floor,Bruno Mars,2017-01,30
548,夜に駆ける,YOASOBI,2020-06,30
549,Tamagotchi,"TACONAFIDE, Quebonafide, Taco Hemingway",2018-04,30
550,079,Lo & Leduc,2018-04,30
551,ภาพจำ,Pop Pongkool,2018-04,30
552,Dura,Daddy Yankee,2018-03,30
553,079,Lo & Leduc,2018-05,30
554,Kevät,"Adi L Hasla, Pihlaja",2018-05,30
555,BUBBLETEA,"Quebonafide, Duit, Daria Zawiałow",2020-05,30
556,Yalnız Çiçek,"Aleyna Tilki, Emrah Karaduman",2018-06,30
557,Sin Pijama,"Becky G, Natti Natasha",2018-06,30
558,Ao Vivo E A Cores,"Matheus & Kauan, Anitta",2018-06,30
559,Melodien (feat. Juju),Capital Bra,2018-08,30
560,Devia Ir,Wet Bed Gang,2018-09,30
561,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",2020-06,30
562,Mama?,"Sin Boy, Mad Clip, Ypo, iLLEOo",2019-04,30
563,Biladerim İçin,Ben Fero,2019-04,30
564,Bairro,Wet Bed Gang,2019-04,30
565,Con Altura,"ROSALÍA, J Balvin, El Guincho",2019-04,30
566,マリーゴールド,Aimyon,2019-04,30
567,Vai Amor,Gilli,2019-06,30
568,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,2019-06,30
569,ธารารัตน์,YOUNGOHM,2019-03,30
570,Alocao (With Bad Gyal),Omar Montes,2019-11,30
571,Pretender,Official HIGE DANdism,2019-09,30
572,Pretender,Official HIGE DANdism,2019-11,30
573,Lối Nhỏ,"Đen, Phương Anh Đào",2019-11,30
574,"""Ghungroo (From """"War"""")""","Arijit Singh, Shilpa Rao",2019-10,30
575,Zebbiana,Skusta Clee,2019-09,30
576,Liberdade Provisória,Henrique & Juliano,2020-01,30
577,Pretender,Official HIGE DANdism,2020-01,30
578,Louco,"Piruka, Bluay",2019-12,30
579,Vete,Bad Bunny,2019-12,30
580,"""想見你想見你想見你(電視劇""""想見你""""片尾曲)""",831,2020-04,30
581,Ignorantes,"Bad Bunny, Sech",2020-03,30
582,Genda Phool (feat. Payal Dev),Badshah,2020-04,30
583,Baby,"Joker Bra, VIZE",2020-02,30
584,銀河修理員,Dear Jane,2020-04,30
585,Intentions (feat. Quavo),Justin Bieber,2020-04,30
586,Krantenwijk,"Lil Kleine, Boef",2017-07,30
587,夜に駆ける,YOASOBI,2020-08,30
588,loodus ja hobused,"5MIINUST, Hendrik Sal-Saller",2020-09,30
589,Kiss cam (podryw roku),Mata,2021-07,30
590,MI FAI IMPAZZIRE,"BLANCO, Sfera Ebbasta",2021-07,30
591,夜に駆ける,YOASOBI,2020-09,30
592,ถ้าเธอรักฉันจริง,Three Man Down,2021-01,30
593,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,2020-11,30
594,רסיסים,Raviv Kaner,2020-11,30
595,At My Worst,Pink Sweat$,2020-12,30
596,Lonely (with benny blanco),Justin Bieber,2020-11,30
597,Pumpa,"Ego, Sima, Ben Cristovao",2020-10,30
598,炎,LiSA,2020-11,30
599,רסיסים,Raviv Kaner,2020-12,30
600,Life Goes On,BTS,2020-12,30
601,To the Bone,Pamungkas,2021-04,30
602,ドライフラワー,優里,2021-04,30
603,Astronaut In The Ocean,Masked Wolf,2021-04,30
604,Lut Gaye,"Jubin Nautiyal, Tanishk Bagchi, Nusrat Fateh Ali Khan, Emraan Hashmi",2021-03,30
605,Shape of You,Ed Sheeran,2017-11,30
606,El Farsante,Ozuna,2017-09,30
607,Amarrau,KAVVO,2021-11,30
608,Mon Amour - Remix,"zzoilo, Aitana",2021-09,30
609,ต่อจากนี้เพลงรักทุกเพลงจะเป็นของเธอเท่านั้น,NO ONE ELSE,2021-11,30
610,"""Raataan Lambiyan (From """"Shershaah"""")""","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",2021-11,30
611,Amarrau,KAVVO,2021-10,30
612,"""Raataan Lambiyan (From """"Shershaah"""")""","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",2021-09,30
613,TDB,OBOY,2021-09,30
614,Rugpjūtis,"Justinas Jarutis, Jessica Shy",2021-08,30
615,Wolves,"Selena Gomez, Marshmello",2018-01,30
616,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2018-02,29
617,Freaky Friday (feat. Chris Brown),Lil Dicky,2018-04,29
618,Stuck with U (with Justin Bieber),Ariana Grande,2020-06,29
619,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",2020-05,29
620,Kung 'Di Rin Lang Ikaw,"December Avenue, Moira Dela Torre",2018-09,29
621,今夜このまま,Aimyon,2018-11,29
622,Ikuinen vappu,JVG,2019-03,29
623,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,2019-04,29
624,"""A Whole New World (End Title) - From """"Aladdin""""""","ZAYN, Zhavia Ward",2019-06,29
625,Soldi,Mahmood,2019-06,29
626,Roller,Apache 207,2019-11,29
627,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",2019-10,29
628,Lalala,"Y2K, bbno$",2019-09,29
629,blun7 a swishland,tha Supreme,2019-12,29
630,Svag,Victor Leksell,2020-02,29
631,Señorita,"Shawn Mendes, Camila Cabello",2019-12,29
632,دورك جي,Wegz,2020-04,29
633,Pretender,Official HIGE DANdism,2020-02,29
634,Paradinha,Anitta,2017-06,29
635,Θ. Macarena,Damso,2017-06,29
636,מיליון דולר,"Noa Kirel, שחר סאול",2020-07,29
637,Bande organisée,"Kofs, Soso Maness, Elams, Jul, SCH, Naps, Solda, Houari, 13 Organisé",2020-09,29
638,שלמים,Idan Rafael Haviv,2020-08,29
639,שלמים,Idan Rafael Haviv,2020-09,29
640,Rólegur Kúreki,BRÍET,2020-11,29
641,São Paulo,Yuri NR5,2020-11,29
642,Mood (feat. iann dior),24kGoldn,2020-08,29
643,Msh Bel 7ozoz - مش بالحظوظ,Afroto,2021-06,29
644,Mwaka Moon,"Kalash, Damso",2017-11,29
645,Já ég veit,"Birnir, Herra Hnetusmjör",2017-11,29
646,love nwantiti (feat. ElGrande Toto) - North African Remix,"CKay, ElGrandeToto",2021-09,29
647,It's Only Me - Studio Version,Kaleb J,2021-09,29
648,STOR MAND,"Tobias Rahim, andreas odbjerg",2021-11,29
649,Sobrio,Maluma,2021-08,29
650,Se Preparó,Ozuna,2017-12,29
651,Havana (feat. Young Thug),Camila Cabello,2018-02,28
652,شيراتون,Marwan Moussa,2020-06,28
653,Croissantid,nublu,2020-05,28
654,Sommerkroppen,Mads Hansen,2018-06,28
655,Something Just Like This,"The Chainsmokers, Coldplay",2017-02,28
656,Estamos Bien,Bad Bunny,2018-07,28
657,רחוק מכולם,Omer Adam,2018-10,28
658,打上花火,"DAOKO, Kenshi Yonezu",2018-07,28
659,Upp Til Hópa,"Herra Hnetusmjör, Ingi Bauer",2018-08,28
660,Rain On Me (with Ariana Grande),Lady Gaga,2020-05,28
661,"thank u, next",Ariana Grande,2019-01,28
662,Bola Rebola,"Tropkillaz, J Balvin, Anitta, Mc Zaac",2019-03,28
663,Ela É do Tipo,MC Kevin o Chris,2019-04,28
664,POPOPOP,Gambi,2019-10,28
665,Roller,Apache 207,2020-01,28
666,Catriona,Matthaios,2020-01,28
667,Psycho,Red Velvet,2020-01,28
668,Cherry Lady,Capital Bra,2019-03,28
669,Yummy,Justin Bieber,2020-01,28
670,Roller,Apache 207,2019-12,28
671,Shape of You,Ed Sheeran,2017-08,28
672,شيراتون,Marwan Moussa,2020-07,28
673,Tout Est Bon,"Boef, Numidia",2020-07,28
674,Blinding Lights,The Weeknd,2020-08,28
675,love nwantiti (feat. ElGrande Toto) - North African Remix,"CKay, ElGrandeToto",2020-09,28
676,Cadillac,"MORGENSHTERN, Eldzhey",2020-07,28
677,Head & Heart (feat. MNEK),Joel Corry,2020-07,28
678,Dynamite,BTS,2021-02,28
679,Nadi Canadi,Tagne,2021-05,28
680,Brown Munde,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",2021-02,28
681,Ghaba,Marwan Pablo,2021-03,28
682,Gamora,"Hov1, Einár",2021-04,28
683,一人之境 in C major,Terence Lam,2021-02,28
684,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,2021-02,28
685,The Business,Tiësto,2021-02,28
686,ドライフラワー,優里,2021-02,28
687,Ella No Es Tuya - Remix,"Rochy RD, Myke Towers, Nicki Nicole",2021-03,28
688,Sài Gòn Đau Lòng Quá,"Hứa Kim Tuyền, Hoàng Duyên",2021-04,28
689,Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,2021-02,28
690,malibu,sangiovanni,2021-06,28
691,Wow Wow (feat. Becky G),Maria Becerra,2021-09,28
692,Lbaroud,"Draganov, Inkonnu",2021-10,28
693,Cold Heart - PNAU Remix,"Elton John, Dua Lipa",2021-09,28
694,Flýg (feat. Bubbi Morthens),Haki,2020-06,27
695,Deu Onda,MC G15,2017-01,27
696,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,2018-02,27
697,Fame,Apache 207,2020-05,27
698,Désaccordé,Vald,2018-02,27
699,X,"Nicky Jam, J Balvin",2018-05,27
700,Í Átt Að Tunglinu,"JóiPé, Króli",2018-05,27
701,Cupido (feat. Quavo),Sfera Ebbasta,2018-02,27
702,Für Euch alle (feat. Samra & Capital Bra),Bushido,2018-07,27
703,Beautiful (feat. Camila Cabello),Bazzi,2018-09,27
704,今夜このまま,Aimyon,2018-12,27
705,Sour Candy (with BLACKPINK),Lady Gaga,2020-05,27
706,Nie Ma Fal,Dawid Podsiadło,2018-10,27
707,Duurt Te Lang,Davina Michelle,2018-11,27
708,Al Mafrood,Aseel Hameem,2019-06,27
709,LA CANCIÓN,"J Balvin, Bad Bunny",2019-09,27
710,AYA,"Murda, Ezhel",2019-10,27
711,Θ. Macarena,Damso,2017-05,27
712,Penelope (feat. Clever),william,2020-07,27
713,Bel Bont El3areedh,Hussain Aljassmi,2020-09,27
714,"Nicky Jam: Bzrp Music Sessions, Vol. 41","Bizarrap, Nicky Jam",2021-07,27
715,1-2,nublu,2020-07,27
716,Penelope (feat. Clever),william,2020-10,27
717,XILIOMETRA,"Mad Clip, Hawk, Sapranov, Light",2020-10,27
718,Recairei - Ao Vivo,Os Barões Da Pisadinha,2020-11,27
719,São Paulo,Yuri NR5,2020-12,27
720,Universum,"nublu, Mikael Gabriel",2020-11,27
721,Fady Shewaya,Hamza Namira,2021-01,27
722,Dynamite,BTS,2021-01,27
723,El Problema - prod. SLAVA MARLOW,"MORGENSHTERN, Timati",2020-09,27
724,Heat Waves,Glass Animals,2021-03,27
725,Save Your Tears,The Weeknd,2021-03,27
726,愛情你比我想的閣較偉大 -《當男人戀愛時》電影主題曲,EggPlantEgg,2021-06,27
727,เพื่อนเล่น ไม่เล่นเพื่อน (Just Being Friendly),"Tilly Birds, MILLI",2021-06,27
728,Sua cara (feat. Anitta & Pabllo Vittar),Major Lazer,2017-09,27
729,記憶棉,MC 張天賦,2021-11,27
730,אפס מאמץ,"Static & Ben El, Netta",2021-11,27
731,HKAYA,Snor,2021-08,27
732,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021-11,27
733,BUBBLETEA,"Quebonafide, Duit, Daria Zawiałow",2020-06,26
734,Closer,"The Chainsmokers, Halsey",2017-01,26
735,دورك جي,Wegz,2020-05,26
736,Na Raba Toma Tapão,Niack,2020-06,26
737,Nice For What,Drake,2018-05,26
738,rockstar,"Post Malone, 21 Savage",2018-02,26
739,Mer för varandra,"Norlie & KKV, estraden",2018-06,26
740,Oui,"Sivas, NODE, Gilli",2018-06,26
741,HANABI,Mr.Children,2018-10,26
742,Atrasadinha - Ao Vivo,"Felipe Araújo, Ferrugem",2018-11,26
743,Shallow,"Lady Gaga, Bradley Cooper",2018-12,26
744,tmt,nublu,2018-12,26
745,Raske Briller,Nicolay Ramm,2019-03,26
746,Bairro,Wet Bed Gang,2019-05,26
747,Aluspükse,"5MIINUST, nublu",2019-07,26
748,Mama?,"Sin Boy, Mad Clip, Ypo, iLLEOo",2019-03,26
749,Tilidin,"Capital Bra, Samra",2019-06,26
750,Falling,Trevor Daniel,2019-12,26
751,Shayad,"Pritam, Arijit Singh",2020-03,26
752,Liberdade Provisória - Ao Vivo,Henrique & Juliano,2020-02,26
753,Lettre à une femme,Ninho,2020-03,26
754,Yo Perreo Sola,Bad Bunny,2020-04,26
755,Passionfruit,Drake,2017-03,26
756,Krantenwijk,"Lil Kleine, Boef",2017-06,26
757,Kunigunda,Vaidas Baumila,2021-07,26
758,שלמים,Idan Rafael Haviv,2020-10,26
759,NASA,"Rack, Saske",2021-07,26
760,Oh Juliana,Niack,2020-09,26
761,Astronaut In The Ocean,Masked Wolf,2021-01,26
762,love nwantiti (feat. ElGrande Toto) - North African Remix,"CKay, ElGrandeToto",2020-12,26
763,Melek,Reynmen,2020-12,26
764,Ohne Dich,"KASIMIR1441, badmómzjay, WILDBWOYS",2021-01,26
765,501,"Bilal Wahib, Ronnie Flex",2021-03,26
766,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2021-05,26
767,愛情你比我想的閣較偉大 -《當男人戀愛時》電影主題曲,EggPlantEgg,2021-04,26
768,Krvn,UZI,2021-06,26
769,Pareja Del Año,"Sebastian Yatra, Myke Towers",2021-04,26
770,Turraka - Remix,"Kaleb Di Masi, Ecko, Papichamp, Blunted Vato, Bruno LC",2021-09,26
771,Sobrio,Maluma,2021-10,26
772,Mind1,"Azahriah, DESH",2021-10,26
773,Szafir,"Mata, Trooh Hippi",2021-11,26
774,STOR MAND,"Tobias Rahim, andreas odbjerg",2021-10,26
775,Permission to Dance,BTS,2021-08,26
776,Papuga,"Mata, Quebonafide, Malik Montana",2021-09,26
777,Kom Over,KESI,2018-05,25
778,Djomb - Bien ou quoi,Bosh,2020-06,25
779,Öyle Kolaysa,Mabel Matiz,2018-02,25
780,Penelope (feat. Clever),william,2020-06,25
781,Ta Tum Tum,"MC Kevinho, Simone & Simaria",2018-03,25
782,GOOBA,6ix9ine,2020-06,25
783,Małomiasteczkowy,Dawid Podsiadło,2018-06,25
784,Psycho (feat. Ty Dolla $ign),Post Malone,2018-02,25
785,Ao Vivo E A Cores,"Matheus & Kauan, Anitta",2018-07,25
786,Better Now,Post Malone,2018-04,25
787,Mina Ka,"nublu, Reket",2018-07,25
788,Duurt Te Lang,Davina Michelle,2018-12,25
789,Benzema,Capital Bra,2019-01,25
790,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",Charlie Charles,2019-05,25
791,Wolke 10,MERO,2019-03,25
792,Caliente,"Mente Fuerte, Hawk, Baghdad",2019-07,25
793,YOSHI (feat. Fabri Fibra) - prod. Strage,"MACHETE, Dani Faiv, tha Supreme",2019-07,25
794,PIPPI,Dree Low,2019-09,25
795,Hoji N'ka ta Rola,Julinho Ksd,2019-11,25
796,Super Mario,NODE,2019-10,25
797,Senorita,"SNIK, Tamta",2019-08,25
798,für Oksana,"nublu, gameboy tetris",2019-09,25
799,J Lo,"Kontrafakt, Mirez, Dalyb, Zayo, Dokkeytino",2020-01,25
800,La Difícil,Bad Bunny,2020-03,25
801,Senza Pagare VS T-Pain (feat. T-Pain),"J-AX, Fedez",2017-08,25
802,Sua cara (feat. Anitta & Pabllo Vittar),Major Lazer,2017-08,25
803,Last Christmas,Wham!,2019-12,25
804,Me Rehúso,Danny Ocean,2017-05,25
805,Senza Pagare VS T-Pain (feat. T-Pain),"J-AX, Fedez",2017-07,25
806,Etsi,SNIK,2020-08,25
807,Nimet,"Didomido, Eglo G",2020-08,25
808,Desce Pro Play (PA PA PA),"Mc Zaac, Anitta, Tyga",2020-07,25
809,טרילילי טרללה,"Noa Kirel, Ilan Peled",2021-07,25
810,ErruDumEllaHvad,ICEKIID,2020-07,25
811,Bul Beni,Ezhel,2021-07,25
812,Allah’ından Bul,Ezhel,2020-11,25
813,Recairei - Ao Vivo,Os Barões Da Pisadinha,2020-10,25
814,Baby (with J Balvin),Sfera Ebbasta,2020-12,25
815,Why Oh Why,L.A.B.,2020-12,25
816,Batom de Cereja - Ao Vivo,Israel & Rodolffo,2021-04,25
817,Mghayer,ElGrandeToto,2021-02,25
818,Petrouchka (feat. PLK),Soso Maness,2021-06,25
819,Samma gamla vanliga,A36,2021-06,25
820,La kiffance,Naps,2021-05,25
821,Shape of You,Ed Sheeran,2017-09,25
822,Pagsamo,Arthur Nery,2021-10,25
823,"""Raataan Lambiyan (From """"Shershaah"""")""","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",2021-10,25
824,Samma gamla vanliga - Remix,"Cledos, ibe, Averagekidluke, A36",2021-10,25
825,All I Want for Christmas Is You,Mariah Carey,2021-12,25
826,Bilmem Mi?,Sefo,2021-08,25
827,My Universe,"Coldplay, BTS",2021-09,25
828,Jail,Kanye West,2021-08,25
829,LATHI (ꦭꦛꦶ),"Weird Genius, Sara Fajira",2020-06,24
830,ภาพจำ,Pop Pongkool,2018-05,24
831,عشق,Faisal Abdulkareem,2020-06,24
832,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,2020-05,24
833,Shape of You,Ed Sheeran,2018-03,24
834,Sydpå,Bro,2018-03,24
835,Elbet Bir Gün,Canbay & Wolker,2018-08,24
836,Devia Ir,Wet Bed Gang,2018-10,24
837,Cuando Te Besé,"Becky G, Paulo Londra",2018-08,24
838,Love Someone,Lukas Graham,2018-09,24
839,U.S.A.,DA PUMP,2018-09,24
840,Thanh Xuan,Da LAB,2018-09,24
841,Verleden Tijd,"Frenna, Lil Kleine",2018-09,24
842,Bir İhtimal Biliyorum,Gülşen,2019-01,24
843,Nie Ma Fal,Dawid Podsiadło,2018-11,24
844,Mama?,"Sin Boy, Mad Clip, Ypo, iLLEOo",2019-05,24
845,Ferrari,"Eno, MERO",2019-02,24
846,DNA,"KC Rebell, Summer Cem, Capital Bra",2019-02,24
847,Arcade,Duncan Laurence,2019-05,24
848,Bir İhtimal Biliyorum,Gülşen,2018-12,24
849,POPOPOP,Gambi,2019-11,24
850,Tutu,"Camilo, Pedro Capó",2019-09,24
851,Ona By Tak Chciała,Ronnie Ferrari,2019-09,24
852,ภาวนา,MEYOU,2019-10,24
853,Surtada - Remix Brega Funk,"Dadá Boladão, Tati Zaqui, OIK",2019-11,24
854,"""Pachtaoge (From """"Jaani Ve"""")""","Arijit Singh, B Praak",2019-09,24
855,Benzema,Capital Bra,2018-12,24
856,17 Miljoen Mensen - Live @538 in Ahoy,"Davina Michelle, Snelle",2020-04,24
857,I LOVE...,Official HIGE DANdism,2020-03,24
858,Without You (feat. Sandro Cavazza),Avicii,2017-08,24
859,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,2020-04,24
860,الغسالة,Wegz,2020-08,24
861,Angeklagt,Bonez MC,2020-10,24
862,Piilotan mun kyyneleet,Haloo Helsinki!,2021-03,24
863,愛情你比我想的閣較偉大 -《當男人戀愛時》電影主題曲,EggPlantEgg,2021-05,24
864,LA CANZONE NOSTRA ⟁ ︎(con BLANCO & SALMO),MACE,2021-02,24
865,Akad,Payung Teduh,2017-09,24
866,All Falls Down (feat. Juliander),"Alan Walker, Noah Cyrus, Digital Farm Animals",2017-11,24
867,Auf & Ab,Montez,2021-08,24
868,Esqueça-Me Se For Capaz,"Marília Mendonça, Maiara & Maraisa",2021-11,24
869,Chill,Inkonnu,2021-11,24
870,Bad Habits,Ed Sheeran,2021-08,24
871,Meu Pedaço de Pecado,João Gomes,2021-08,24
872,Pepas,Farruko,2021-11,24
873,Mwaka Moon,"Kalash, Damso",2018-01,24
874,Ateo,"C. Tangana, Nathy Peluso",2021-10,24
875,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",2020-06,23
876,Magisch,"Olexesh, Edin",2018-03,23
877,Bad and Boujee (feat. Lil Uzi Vert),Migos,2017-01,23
878,Heyecanı Yok,Gazapizm,2018-04,23
879,No Es Justo,"J Balvin, Zion & Lennox",2018-06,23
880,Djadja,Aya Nakamura,2018-08,23
881,Nonstop,Drake,2018-07,23
882,Way Back Home,SHAUN,2018-08,23
883,อาวรณ์,Polycat,2018-09,23
884,Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",2018-11,23
885,Mary Jane (Radio Edit),Burry Soprano,2018-11,23
886,Tou Bem (feat. Lhast),ProfJam,2019-03,23
887,Tal Vez,Paulo Londra,2019-05,23
888,Hij Is Van Mij (feat. Bizzey),"Kris Kross Amsterdam, Maan, Tabitha",2019-01,23
889,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",2019-02,23
890,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2019-03,23
891,LA CANCIÓN,"J Balvin, Bad Bunny",2019-11,23
892,Al Mafrood,Aseel Hameem,2019-09,23
893,Taste (Make It Shake),Aitch,2019-09,23
894,Fresa,"TINI, Lalo Ebratt",2019-10,23
895,Una volta ancora (feat. Ana Mena),Fred De Palma,2019-08,23
896,Þegar Þú Blikkar (feat. Björgvin Halldórsson),Herra Hnetusmjör,2019-12,23
897,Epäröimättä hetkeekään,"Elastinen, Jenni Vartiainen",2020-02,23
898,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",2019-10,23
899,Ke Cap Gap Ba Gia (feat. BINZ),Hoang Thuy Linh,2020-04,23
900,POLSKIE TANGO,"Taco Hemingway, Lanek",2020-08,23
901,Tattoo - Remix with Camilo,Rauw Alejandro,2020-08,23
902,Bande organisée,"13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",2020-10,23
