,title,artist,region,date,n
382,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",El Salvador,2018-06,30
383,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Chile,2018-06,30
384,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Costa Rica,2018-06,30
385,In My Feelings,Drake,Global,2018-08,30
386,Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",Latvia,2018-10,30
387,In My Mind,"Dynoro, Gigi D'Agostino",Hungary,2018-09,30
388,Devia Ir,Wet Bed Gang,Portugal,2018-09,30
389,Vaina Loca,"Ozuna, Manuel Turizo",Uruguay,2018-08,30
390,Cuando Te Besé,"Becky G, Paulo Londra",Argentina,2018-09,30
391,In My Mind,"Dynoro, Gigi D'Agostino",Belgium,2018-09,30
392,SOLO,JENNIE,Indonesia,2018-12,30
393,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,Costa Rica,2018-11,30
394,MIA (feat. Drake),Bad Bunny,Honduras,2018-11,30
395,Shallow,"Lady Gaga, Bradley Cooper",Iceland,2018-11,30
396,Biladerim İçin,Ben Fero,Turkey,2019-04,30
397,Bairro,Wet Bed Gang,Portugal,2019-04,30
398,Au DD,PNL,France,2019-04,30
399,bad guy,Billie Eilish,Latvia,2019-04,30
400,bad guy,Billie Eilish,Poland,2019-04,30
401,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",Costa Rica,2019-03,30
402,bad guy,Billie Eilish,New Zealand,2019-04,30
403,Mama?,"Sin Boy, Mad Clip, Ypo, iLLEOo",Greece,2019-04,30
404,Con Calma,"Daddy Yankee, Snow",Guatemala,2019-04,30
405,Kill This Love,BLACKPINK,Thailand,2019-05,30
406,bad guy,Billie Eilish,Slovakia,2019-04,30
407,Otro Trago,"Sech, Darell",Honduras,2019-05,30
408,マリーゴールド,Aimyon,Japan,2019-04,30
409,bad guy,Billie Eilish,Australia,2019-04,30
410,Otro Trago,"Sech, Darell",Chile,2019-05,30
411,bad guy,Billie Eilish,Poland,2019-05,30
412,Con Altura,"ROSALÍA, J Balvin, El Guincho",Spain,2019-04,30
413,bad guy,Billie Eilish,Iceland,2019-04,30
414,bad guy,Billie Eilish,Hungary,2019-04,30
415,bad guy,Billie Eilish,Latvia,2019-05,30
416,Vai Amor,Gilli,Denmark,2019-06,30
417,Otro Trago,"Sech, Darell",Uruguay,2019-06,30
418,Otro Trago,"Sech, Darell",Guatemala,2019-06,30
419,Otro Trago,"Sech, Darell",Bolivia,2019-06,30
420,Otro Trago,"Sech, Darell",Argentina,2019-06,30
421,Otro Trago,"Sech, Darell",Mexico,2019-06,30
422,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,Brazil,2019-06,30
423,Otro Trago,"Sech, Darell",Costa Rica,2019-06,30
424,ธารารัตน์,YOUNGOHM,Thailand,2019-03,30
425,Otro Trago,"Sech, Darell",Peru,2019-06,30
426,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Spain,2019-09,30
427,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Colombia,2019-09,30
428,Dance Monkey,Tones And I,Czech Republic,2019-11,30
429,Dance Monkey,Tones And I,United Kingdom,2019-10,30
430,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Costa Rica,2019-09,30
431,Dance Monkey,Tones And I,Belgium,2019-11,30
432,Fantasias,"Rauw Alejandro, Farruko",Paraguay,2019-11,30
433,Dance Monkey,Tones And I,Netherlands,2019-11,30
434,Memories,Maroon 5,Singapore,2019-11,30
435,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Ecuador,2019-09,30
436,Circles,Post Malone,Canada,2019-09,30
437,Señorita,"Shawn Mendes, Camila Cabello",United Arab Emirates,2019-09,30
438,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Mexico,2019-09,30
439,Zebbiana,Skusta Clee,Philippines,2019-09,30
440,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",El Salvador,2019-09,30
441,Señorita,"Shawn Mendes, Camila Cabello",Vietnam,2019-09,30
442,Dance Monkey,Tones And I,Australia,2019-09,30
443,Pretender,Official HIGE DANdism,Japan,2019-11,30
444,"""Ghungroo (From """"War"""")""","Arijit Singh, Shilpa Rao",India,2019-10,30
445,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Nicaragua,2019-09,30
446,Dance Monkey,Tones And I,South Africa,2019-11,30
447,Memories,Maroon 5,Indonesia,2019-11,30
448,Dance Monkey,Tones And I,Norway,2019-09,30
449,Dance Monkey,Tones And I,Israel,2019-11,30
450,Memories,Maroon 5,Philippines,2019-11,30
451,Memories,Maroon 5,Malaysia,2019-11,30
452,Señorita,"Shawn Mendes, Camila Cabello",New Zealand,2019-08,30
453,Dance Monkey,Tones And I,Lithuania,2019-10,30
454,Alocao (With Bad Gyal),Omar Montes,Spain,2019-11,30
455,Dance Monkey,Tones And I,Ireland,2019-09,30
456,Dance Monkey,Tones And I,Lithuania,2019-09,30
457,Pretender,Official HIGE DANdism,Japan,2019-09,30
458,Señorita,"Shawn Mendes, Camila Cabello",Latvia,2019-08,30
459,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Peru,2019-09,30
460,Dance Monkey,Tones And I,Hungary,2019-11,30
461,Señorita,"Shawn Mendes, Camila Cabello",Indonesia,2019-09,30
462,Lối Nhỏ,"Đen, Phương Anh Đào",Vietnam,2019-11,30
463,Dance Monkey,Tones And I,Israel,2020-01,30
464,Tusa,"KAROL G, Nicki Minaj",Panama,2020-01,30
465,Tusa,"KAROL G, Nicki Minaj",Panama,2019-12,30
466,Tusa,"KAROL G, Nicki Minaj",Uruguay,2019-12,30
467,Tusa,"KAROL G, Nicki Minaj",Spain,2019-12,30
468,Pretender,Official HIGE DANdism,Japan,2020-01,30
469,Liberdade Provisória,Henrique & Juliano,Brazil,2020-01,30
470,Louco,"Piruka, Bluay",Portugal,2019-12,30
471,death bed (coffee for your head),"Powfu, beabadoobee",Malaysia,2020-04,30
472,Genda Phool (feat. Payal Dev),Badshah,India,2020-04,30
473,Blinding Lights,The Weeknd,Belgium,2020-04,30
474,Rojo,J Balvin,Colombia,2020-04,30
475,"""想見你想見你想見你(電視劇""""想見你""""片尾曲)""",831,Taiwan,2020-04,30
476,銀河修理員,Dear Jane,Hong Kong,2020-04,30
477,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Mexico,2020-04,30
478,Blinding Lights,The Weeknd,Sweden,2020-04,30
479,Intentions (feat. Quavo),Justin Bieber,Philippines,2020-04,30
480,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Chile,2020-04,30
481,Dance Monkey,Tones And I,Saudi Arabia,2020-03,30
482,Rojo,J Balvin,Colombia,2020-03,30
483,Shape of You,Ed Sheeran,Singapore,2017-03,30
484,Shape of You,Ed Sheeran,France,2017-03,30
485,Shape of You,Ed Sheeran,Turkey,2017-04,30
486,Shape of You,Ed Sheeran,Czech Republic,2017-04,30
487,Mi Gente,"J Balvin, Willy William",Netherlands,2017-08,30
488,Shape of You,Ed Sheeran,Brazil,2017-03,30
489,Shape of You,Ed Sheeran,Japan,2017-03,30
490,HUMBLE.,Kendrick Lamar,United States,2017-04,30
491,Shape of You,Ed Sheeran,Poland,2017-04,30
492,Despacito (Featuring Daddy Yankee),Luis Fonsi,Italy,2017-04,30
493,Something Just Like This,"The Chainsmokers, Coldplay",Indonesia,2017-04,30
494,Shape of You,Ed Sheeran,Belgium,2017-04,30
495,Something Just Like This,"The Chainsmokers, Coldplay",Taiwan,2017-04,30
496,Mi Gente,"J Balvin, Willy William",Portugal,2017-08,30
497,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Malaysia,2017-07,30
498,Krantenwijk,"Lil Kleine, Boef",Netherlands,2017-07,30
499,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Global,2017-07,30
500,Thunder,Imagine Dragons,Czech Republic,2017-07,30
501,Mi Gente,"J Balvin, Willy William",Colombia,2017-07,30
502,MI FAI IMPAZZIRE,"BLANCO, Sfera Ebbasta",Italy,2021-07,30
503,Yonaguni,Bad Bunny,Guatemala,2021-07,30
504,Hawái,Maluma,Costa Rica,2020-09,30
505,Hawái,Maluma,El Salvador,2020-09,30
506,Hawái,Maluma,Colombia,2020-10,30
507,ROCKSTAR (feat. Roddy Ricch),DaBaby,Portugal,2020-07,30
508,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Paraguay,2020-07,30
509,Hawái,Maluma,Honduras,2020-09,30
510,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",El Salvador,2020-07,30
511,Mood (feat. iann dior),24kGoldn,Belgium,2020-10,30
512,Kiss cam (podryw roku),Mata,Poland,2021-07,30
513,Hawái,Maluma,Colombia,2020-09,30
514,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Ecuador,2020-07,30
515,夜に駆ける,YOASOBI,Japan,2020-09,30
516,Dynamite,BTS,Indonesia,2020-09,30
517,Mood (feat. iann dior),24kGoldn,Norway,2020-09,30
518,Hawái,Maluma,Guatemala,2020-09,30
519,Dynamite,BTS,India,2020-09,30
520,Hawái,Maluma,Dominican Republic,2020-09,30
521,loodus ja hobused,"5MIINUST, Hendrik Sal-Saller",Estonia,2020-09,30
522,Hawái,Maluma,Nicaragua,2020-09,30
523,Hawái,Maluma,Argentina,2020-09,30
524,Hawái,Maluma,Panama,2020-09,30
525,Hawái,Maluma,Bolivia,2020-09,30
526,Mood (feat. iann dior),24kGoldn,Austria,2020-09,30
527,夜に駆ける,YOASOBI,Japan,2020-08,30
528,Hawái,Maluma,Uruguay,2020-09,30
529,Hawái,Maluma,Chile,2020-09,30
530,Hawái,Maluma,Ecuador,2020-09,30
531,Hawái,Maluma,Mexico,2020-09,30
532,Hawái,Maluma,Paraguay,2020-09,30
533,Dynamite,BTS,Singapore,2020-09,30
534,Dynamite,BTS,India,2020-10,30
535,Hawái,Maluma,Peru,2020-09,30
536,Hawái,Maluma,Spain,2020-09,30
537,DÁKITI,"Bad Bunny, Jhay Cortez",Panama,2020-11,30
538,Pumpa,"Ego, Sima, Ben Cristovao",Slovakia,2020-10,30
539,DÁKITI,"Bad Bunny, Jhay Cortez",Dominican Republic,2020-11,30
540,DÁKITI,"Bad Bunny, Jhay Cortez",Dominican Republic,2021-01,30
541,DÁKITI,"Bad Bunny, Jhay Cortez",Chile,2020-11,30
542,DÁKITI,"Bad Bunny, Jhay Cortez",Argentina,2020-12,30
543,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,Taiwan,2020-11,30
544,DÁKITI,"Bad Bunny, Jhay Cortez",Costa Rica,2020-11,30
545,DÁKITI,"Bad Bunny, Jhay Cortez",Colombia,2020-11,30
546,DÁKITI,"Bad Bunny, Jhay Cortez",Paraguay,2020-11,30
547,DÁKITI,"Bad Bunny, Jhay Cortez",Bolivia,2021-01,30
548,DÁKITI,"Bad Bunny, Jhay Cortez",Mexico,2020-11,30
549,DÁKITI,"Bad Bunny, Jhay Cortez",Guatemala,2020-11,30
550,רסיסים,Raviv Kaner,Israel,2020-11,30
551,DÁKITI,"Bad Bunny, Jhay Cortez",Honduras,2020-11,30
552,DÁKITI,"Bad Bunny, Jhay Cortez",Ecuador,2020-11,30
553,DÁKITI,"Bad Bunny, Jhay Cortez",Nicaragua,2020-11,30
554,רסיסים,Raviv Kaner,Israel,2020-12,30
555,DÁKITI,"Bad Bunny, Jhay Cortez",El Salvador,2020-11,30
556,ถ้าเธอรักฉันจริง,Three Man Down,Thailand,2021-01,30
557,DÁKITI,"Bad Bunny, Jhay Cortez",Panama,2021-01,30
558,MONTERO (Call Me By Your Name),Lil Nas X,Romania,2021-04,30
559,MONTERO (Call Me By Your Name),Lil Nas X,Bulgaria,2021-04,30
560,MONTERO (Call Me By Your Name),Lil Nas X,Ireland,2021-04,30
561,MONTERO (Call Me By Your Name),Lil Nas X,Portugal,2021-04,30
562,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Denmark,2021-04,30
563,Fiel,"Los Legendarios, Wisin, Jhay Cortez",Dominican Republic,2021-04,30
564,MONTERO (Call Me By Your Name),Lil Nas X,Hungary,2021-04,30
565,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,South Korea,2021-04,30
566,Fiel,"Los Legendarios, Wisin, Jhay Cortez",Chile,2021-04,30
567,Lut Gaye,"Jubin Nautiyal, Tanishk Bagchi, Nusrat Fateh Ali Khan, Emraan Hashmi",India,2021-03,30
568,ドライフラワー,優里,Japan,2021-04,30
569,MONTERO (Call Me By Your Name),Lil Nas X,United Kingdom,2021-04,30
570,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Singapore,2021-04,30
571,To the Bone,Pamungkas,Indonesia,2021-04,30
572,Todo De Ti,Rauw Alejandro,Spain,2021-06,30
573,Butter,BTS,Japan,2021-06,30
574,good 4 u,Olivia Rodrigo,Australia,2021-06,30
575,Todo De Ti,Rauw Alejandro,Mexico,2021-06,30
576,Butter,BTS,Philippines,2021-06,30
577,good 4 u,Olivia Rodrigo,Norway,2021-06,30
578,Butter,BTS,South Korea,2021-06,30
579,good 4 u,Olivia Rodrigo,Canada,2021-06,30
580,good 4 u,Olivia Rodrigo,United Kingdom,2021-06,30
581,good 4 u,Olivia Rodrigo,Global,2021-06,30
582,ZITTI E BUONI,Måneskin,Lithuania,2021-06,30
583,Butter,BTS,India,2021-06,30
584,Todo De Ti,Rauw Alejandro,Peru,2021-06,30
585,good 4 u,Olivia Rodrigo,Netherlands,2021-06,30
586,rockstar,"Post Malone, 21 Savage",Slovakia,2017-10,30
587,Look What You Made Me Do,Taylor Swift,Taiwan,2017-09,30
588,Was du Liebe nennst,Bausa,Germany,2017-11,30
589,rockstar,"Post Malone, 21 Savage",Portugal,2017-11,30
590,Criminal,"Natti Natasha, Ozuna",Peru,2017-11,30
591,rockstar,"Post Malone, 21 Savage",Canada,2017-11,30
592,Mayores,"Becky G, Bad Bunny",Peru,2017-10,30
593,Too Good At Goodbyes - Edit,Sam Smith,Thailand,2017-10,30
594,rockstar,"Post Malone, 21 Savage",Australia,2017-11,30
595,rockstar,"Post Malone, 21 Savage",Switzerland,2017-11,30
596,rockstar,"Post Malone, 21 Savage",Global,2017-11,30
597,rockstar,"Post Malone, 21 Savage",United Kingdom,2017-11,30
598,rockstar,"Post Malone, 21 Savage",United States,2017-11,30
599,Suena El Dembow,"Joey Montana, Sebastian Yatra",Panama,2017-10,30
600,Was du Liebe nennst,Bausa,Austria,2017-11,30
601,Robarte un Beso,"Carlos Vives, Sebastian Yatra",Colombia,2017-09,30
602,Robarte un Beso,"Carlos Vives, Sebastian Yatra",Ecuador,2017-09,30
603,rockstar,"Post Malone, 21 Savage",Greece,2017-11,30
604,Shape of You,Ed Sheeran,Japan,2017-11,30
605,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Colombia,2017-11,30
606,El Farsante,Ozuna,Dominican Republic,2017-09,30
607,New Rules,Dua Lipa,Ireland,2017-09,30
608,Amarrau,KAVVO,Costa Rica,2021-10,30
609,TDB,OBOY,France,2021-09,30
610,STAY (with Justin Bieber),The Kid LAROI,Belgium,2021-08,30
611,Easy On Me,Adele,United Kingdom,2021-11,30
612,ต่อจากนี้เพลงรักทุกเพลงจะเป็นของเธอเท่านั้น,NO ONE ELSE,Thailand,2021-11,30
613,Easy On Me,Adele,Indonesia,2021-11,30
614,"""Raataan Lambiyan (From """"Shershaah"""")""","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",India,2021-11,30
615,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,Paraguay,2021-11,30
616,Yonaguni,Bad Bunny,Nicaragua,2021-11,30
617,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,Israel,2021-10,30
618,99 Problems,"Big Baby Tape, kizaru",Ukraine,2021-11,30
619,STAY (with Justin Bieber),The Kid LAROI,Norway,2021-08,30
620,"""Raataan Lambiyan (From """"Shershaah"""")""","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",India,2021-09,30
621,Yonaguni,Bad Bunny,El Salvador,2021-09,30
622,Rugpjūtis,"Justinas Jarutis, Jessica Shy",Lithuania,2021-08,30
623,STAY (with Justin Bieber),The Kid LAROI,Taiwan,2021-09,30
624,Sobrio,Maluma,Bolivia,2021-09,30
625,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,El Salvador,2021-11,30
626,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,Guatemala,2021-11,30
627,Yonaguni,Bad Bunny,Honduras,2021-09,30
628,STAY (with Justin Bieber),The Kid LAROI,Singapore,2021-09,30
629,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,Portugal,2021-08,30
630,Yonaguni,Bad Bunny,Nicaragua,2021-09,30
631,STAY (with Justin Bieber),The Kid LAROI,Denmark,2021-08,30
632,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,Honduras,2021-11,30
633,Mon Amour - Remix,"zzoilo, Aitana",Spain,2021-09,30
634,STAY (with Justin Bieber),The Kid LAROI,Belgium,2021-09,30
635,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,Panama,2021-11,30
636,STAY (with Justin Bieber),The Kid LAROI,Australia,2021-08,30
637,Amarrau,KAVVO,Costa Rica,2021-11,30
638,rockstar,"Post Malone, 21 Savage",Portugal,2017-12,30
639,Échame La Culpa,"Luis Fonsi, Demi Lovato",Chile,2017-12,30
640,Échame La Culpa,"Luis Fonsi, Demi Lovato",Uruguay,2017-12,30
641,Roses - Imanbek Remix,SAINt JHN,Hungary,2020-05,29
642,FRIENDS,"Marshmello, Anne-Marie",Czech Republic,2018-03,29
643,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Spain,2018-05,29
644,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",El Salvador,2018-05,29
645,Blinding Lights,The Weeknd,Czech Republic,2020-06,29
646,One Kiss (with Dua Lipa),Calvin Harris,Hungary,2018-05,29
647,God's Plan,Drake,Canada,2018-03,29
648,God's Plan,Drake,Iceland,2018-03,29
649,God's Plan,Drake,United States,2018-03,29
650,God's Plan,Drake,Greece,2018-03,29
651,ROCKSTAR (feat. Roddy Ricch),DaBaby,United States,2020-06,29
652,ROCKSTAR (feat. Roddy Ricch),DaBaby,Switzerland,2020-06,29
653,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",United Arab Emirates,2020-05,29
654,One Kiss (with Dua Lipa),Calvin Harris,Ireland,2018-05,29
655,X,"Nicky Jam, J Balvin",Colombia,2018-03,29
656,X,"Nicky Jam, J Balvin",Costa Rica,2018-04,29
657,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,Global,2018-10,29
658,Vaina Loca,"Ozuna, Manuel Turizo",Spain,2018-09,29
659,Kung 'Di Rin Lang Ikaw,"December Avenue, Moira Dela Torre",Philippines,2018-09,29
660,Vaina Loca,"Ozuna, Manuel Turizo",Guatemala,2018-08,29
661,Toda - Remix,"Alex Rose, Cazzu, Rauw Alejandro, Lenny Tavárez",Paraguay,2018-07,29
662,今夜このまま,Aimyon,Japan,2018-11,29
663,MIA (feat. Drake),Bad Bunny,Guatemala,2018-11,29
664,"thank u, next",Ariana Grande,Singapore,2018-12,29
665,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,Uruguay,2018-10,29
666,Shallow,"Lady Gaga, Bradley Cooper",Sweden,2018-11,29
667,Otro Trago,"Sech, Darell",El Salvador,2019-05,29
668,bad guy,Billie Eilish,Czech Republic,2019-04,29
669,Ikuinen vappu,JVG,Finland,2019-03,29
670,bad guy,Billie Eilish,Lithuania,2019-04,29
671,bad guy,Billie Eilish,Global,2019-04,29
672,Señorita,"Shawn Mendes, Camila Cabello",Latvia,2019-07,29
673,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",Panama,2019-03,29
674,Soldi,Mahmood,Israel,2019-06,29
675,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,Belgium,2019-06,29
676,Otro Trago,"Sech, Darell",El Salvador,2019-06,29
677,Otro Trago,"Sech, Darell",Ecuador,2019-06,29
678,Dance Monkey,Tones And I,Global,2019-11,29
679,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Bolivia,2019-08,29
680,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Bolivia,2019-10,29
681,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Bolivia,2019-09,29
682,Señorita,"Shawn Mendes, Camila Cabello",Czech Republic,2019-08,29
683,Circles,Post Malone,United States,2019-09,29
684,Señorita,"Shawn Mendes, Camila Cabello",Portugal,2019-08,29
685,Adicto (with Anuel AA & Ozuna),Tainy,Dominican Republic,2019-10,29
686,Dance Monkey,Tones And I,Saudi Arabia,2019-11,29
687,Dance Monkey,Tones And I,Global,2019-12,29
688,Dance Monkey,Tones And I,Belgium,2019-12,29
689,blun7 a swishland,tha Supreme,Italy,2019-12,29
690,Dance Monkey,Tones And I,South Africa,2019-12,29
691,Dance Monkey,Tones And I,Switzerland,2020-01,29
692,دورك جي,Wegz,Egypt,2020-04,29
693,Svag,Victor Leksell,Sweden,2020-02,29
694,Tusa,"KAROL G, Nicki Minaj",Uruguay,2020-02,29
695,The Box,Roddy Ricch,United States,2020-02,29
696,Blinding Lights,The Weeknd,Czech Republic,2020-03,29
697,Tusa,"KAROL G, Nicki Minaj",Argentina,2020-02,29
698,Blinding Lights,The Weeknd,Belgium,2020-02,29
699,The Box,Roddy Ricch,South Africa,2020-02,29
700,The Box,Roddy Ricch,Latvia,2020-02,29
701,Blinding Lights,The Weeknd,Norway,2020-02,29
702,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Honduras,2020-04,29
703,The Box,Roddy Ricch,United Arab Emirates,2020-02,29
704,death bed (coffee for your head),"Powfu, beabadoobee",Indonesia,2020-04,29
705,Pretender,Official HIGE DANdism,Japan,2020-02,29
706,Tusa,"KAROL G, Nicki Minaj",Spain,2020-02,29
707,Blinding Lights,The Weeknd,Australia,2020-02,29
708,Dance Monkey,Tones And I,Saudi Arabia,2020-02,29
709,Blinding Lights,The Weeknd,Australia,2020-03,29
710,Galway Girl,Ed Sheeran,Ireland,2017-03,29
711,Shape of You,Ed Sheeran,Hong Kong,2017-03,29
712,Shape of You,Ed Sheeran,Indonesia,2017-03,29
713,Shape of You,Ed Sheeran,Philippines,2017-04,29
714,Felices los 4,Maluma,Ecuador,2017-05,29
715,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Global,2017-06,29
716,Felices los 4,Maluma,Dominican Republic,2017-06,29
717,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Ireland,2017-06,29
718,Felices los 4,Maluma,Peru,2017-06,29
719,Felices los 4,Maluma,Panama,2017-06,29
720,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Hong Kong,2017-06,29
721,Felices los 4,Maluma,Argentina,2017-06,29
722,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Hungary,2017-06,29
723,Felices los 4,Maluma,Mexico,2017-05,29
724,Felices los 4,Maluma,Bolivia,2017-06,29
725,Felices los 4,Maluma,Guatemala,2017-05,29
726,Paradinha,Anitta,Brazil,2017-06,29
727,Felices los 4,Maluma,Uruguay,2017-06,29
728,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Indonesia,2017-06,29
729,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Australia,2017-06,29
730,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Singapore,2017-06,29
731,Felices los 4,Maluma,Bolivia,2017-05,29
732,Felices los 4,Maluma,Ecuador,2017-06,29
733,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Norway,2017-06,29
734,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Greece,2017-06,29
735,Θ. Macarena,Damso,France,2017-06,29
736,Felices los 4,Maluma,Paraguay,2017-05,29
737,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Malaysia,2017-06,29
738,Felices los 4,Maluma,El Salvador,2017-05,29
739,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Iceland,2017-06,29
740,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",New Zealand,2017-06,29
741,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Canada,2017-06,29
742,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",New Zealand,2017-07,29
743,Mi Gente,"J Balvin, Willy William",Dominican Republic,2017-07,29
744,Hawái,Maluma,El Salvador,2020-10,29
745,Hawái,Maluma,Dominican Republic,2020-10,29
746,Bande organisée,"Kofs, Soso Maness, Elams, Jul, SCH, Naps, Solda, Houari, 13 Organisé",France,2020-09,29
747,Mood (feat. iann dior),24kGoldn,Switzerland,2020-09,29
748,WAP (feat. Megan Thee Stallion),Cardi B,United States,2020-09,29
749,Hawái,Maluma,Ecuador,2020-10,29
750,Hawái,Maluma,Guatemala,2020-10,29
751,מיליון דולר,"Noa Kirel, שחר סאול",Israel,2020-07,29
752,שלמים,Idan Rafael Haviv,Israel,2020-08,29
753,Mood (feat. iann dior),24kGoldn,Belgium,2020-09,29
754,Hawái,Maluma,Honduras,2020-10,29
755,שלמים,Idan Rafael Haviv,Israel,2020-09,29
756,Hawái,Maluma,Nicaragua,2020-10,29
757,Beggin',Måneskin,Czech Republic,2021-07,29
758,Hawái,Maluma,Costa Rica,2020-10,29
759,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Latvia,2020-10,29
760,DÁKITI,"Bad Bunny, Jhay Cortez",Bolivia,2020-11,29
761,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,Taiwan,2021-01,29
762,DÁKITI,"Bad Bunny, Jhay Cortez",Mexico,2021-01,29
763,São Paulo,Yuri NR5,Portugal,2020-11,29
764,Rólegur Kúreki,BRÍET,Iceland,2020-11,29
