,title,artist,region,year,n,Rank
389,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",Eric Chou,Singapore,2019,365,10
390,Without Me,Halsey,Singapore,2019,365,11
391,Say You Won't Let Go,James Arthur,Singapore,2019,365,12
392,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Singapore,2019,365,13
393,Rewrite The Stars,"Zac Efron, Zendaya",Singapore,2019,365,14
394,不為誰而作的歌,JJ Lin,Singapore,2019,365,15
395,晴天,Jay Chou,Singapore,2019,365,16
396,Sweet but Psycho,Ava Max,Singapore,2019,365,17
397,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,Singapore,2019,365,18
398,Photograph,Ed Sheeran,Singapore,2019,365,19
399,告白氣球,Jay Chou,Singapore,2019,365,20
400,Lepšia Pesnička,DMS,Slovakia,2019,364,1
401,Wow.,Post Malone,Slovakia,2019,364,2
402,when the party's over,Billie Eilish,Slovakia,2019,364,3
403,Gauč Storytelling,Gleb,Slovakia,2019,364,4
404,Zlatí a Zároveň Kanál,DMS,Slovakia,2019,364,5
405,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Slovakia,2019,364,6
406,Happier,"Marshmello, Bastille",Slovakia,2019,362,7
407,Sweet but Psycho,Ava Max,Slovakia,2019,362,8
408,Shallow,"Lady Gaga, Bradley Cooper",Slovakia,2019,362,9
409,SICKO MODE,Travis Scott,Slovakia,2019,360,10
410,Without Me,Halsey,Slovakia,2019,358,11
411,High Hopes,Panic! At The Disco,Slovakia,2019,358,12
412,Someone You Loved,Lewis Capaldi,Slovakia,2019,357,13
413,Better Now,Post Malone,Slovakia,2019,357,14
414,rockstar (feat. 21 Savage),Post Malone,Slovakia,2019,355,15
415,Believer,Imagine Dragons,Slovakia,2019,355,16
416,Bad Liar,Imagine Dragons,Slovakia,2019,355,17
417,Let Me Down Slowly,Alec Benjamin,Slovakia,2019,353,18
418,Bohemian Rhapsody - Remastered 2011,Queen,Slovakia,2019,351,19
419,Kardio,DMS,Slovakia,2019,351,20
420,Me Rehúso,Danny Ocean,Spain,2018,365,1
421,Échame La Culpa,"Luis Fonsi, Demi Lovato",Spain,2018,365,2
422,Besos En Guerra,"Morat, Juanes",Spain,2018,365,3
423,Shape of You,Ed Sheeran,Spain,2018,364,4
424,Perfect,Ed Sheeran,Spain,2018,363,5
425,Believer,Imagine Dragons,Spain,2018,361,6
426,Cicatrices,Natos y Waor,Spain,2018,357,7
427,Vuelve,Beret,Spain,2018,356,8
428,Guerrera,"DELLAFUENTE, C. Tangana",Spain,2018,355,9
429,IDGAF,Dua Lipa,Spain,2018,349,10
430,Duro y Suave,"Leslie Grace, Noriel",Spain,2018,346,11
431,Me Haces Falta,Antonio José,Spain,2018,343,12
432,Havana (feat. Young Thug),Camila Cabello,Spain,2018,343,13
433,Criminal,"Natti Natasha, Ozuna",Spain,2018,341,14
434,No Hay Nadie Más,Sebastian Yatra,Spain,2018,339,15
435,New Rules,Dua Lipa,Spain,2018,336,16
436,La Llamada,Leiva,Spain,2018,331,17
437,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,Spain,2018,326,18
438,Síguelo Bailando,Ozuna,Spain,2018,325,19
439,Sirenas,Taburete,Spain,2018,325,20
440,Blinding Lights,The Weeknd,Sweden,2021,334,1
441,Ser du månen där du är ikväll? (Tillsammans igen),Thomas Stenström,Sweden,2021,334,2
442,Babblarnas vaggvisa,Babblarna,Sweden,2021,334,3
443,Svag,Victor Leksell,Sweden,2021,334,4
444,Du måste finnas,Newkid,Sweden,2021,333,5
445,Säg Mig Var Du Står,"Carola, Zara Larsson",Sweden,2021,333,6
446,Young & Heartless,Yasin,Sweden,2021,333,7
447,Starkare,Newkid,Sweden,2021,332,8
448,PIPPI,Dree Low,Sweden,2021,332,9
449,Raggarbil,Albatraoz,Sweden,2021,330,10
450,Ge upp igen,"Miriam Bryant, Yasin",Sweden,2021,330,11
451,En säng av rosor,Darin,Sweden,2021,329,12
452,Wake Me Up,Avicii,Sweden,2021,327,13
453,Hiphop N RnB,Yasin,Sweden,2021,326,14
454,Head & Heart (feat. MNEK),Joel Corry,Sweden,2021,324,15
455,Someone You Loved,Lewis Capaldi,Sweden,2021,324,16
456,HKF (Håll käften & försvinn),Myra Granberg,Sweden,2021,323,17
457,Komplicerad,Miss Li,Sweden,2021,318,18
458,Barn av vår tid,Hov1,Sweden,2021,306,19
459,you broke me first,Tate McRae,Sweden,2021,306,20
460,Kimse Bilmez,Mehmet Güreli,Turkey,2018,364,1
461,Beni Sen İnandır,Pinhani,Turkey,2018,364,2
462,Sandal,Yüzyüzeyken Konuşuruz,Turkey,2018,364,3
463,İmkansızım,Ezhel,Turkey,2018,364,4
464,Believer,Imagine Dragons,Turkey,2018,364,5
465,Bazen (feat. Emel),Ezhel,Turkey,2018,364,6
466,Beni Vur - Akustik,Deniz Tekin,Turkey,2018,364,7
467,Thunder,Imagine Dragons,Turkey,2018,364,8
468,Cambaz,mor ve ötesi,Turkey,2018,364,9
469,Ne Farkeder,Yüzyüzeyken Konuşuruz,Turkey,2018,364,10
470,Bir Derdim Var,mor ve ötesi,Turkey,2018,364,11
471,Lost on You,LP,Turkey,2018,364,12
472,Suspus,Ceza,Turkey,2018,364,13
473,New Rules,Dua Lipa,Turkey,2018,364,14
474,Angela Merkel,Xir,Turkey,2018,364,15
475,Geceler,Ezhel,Turkey,2018,364,16
476,Şehrimin Tadı,Ezhel,Turkey,2018,364,17
477,Heyecanı Yok,Gazapizm,Turkey,2018,364,18
478,Alo,Ezhel,Turkey,2018,364,19
479,Rüyalarda Buruşmuşum,Adamlar,Turkey,2018,363,20
480,Lucid Dreams,Juice WRLD,United Kingdom,2019,365,1
481,when the party's over,Billie Eilish,United Kingdom,2019,364,2
482,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",United Kingdom,2019,364,3
483,Mr. Brightside,The Killers,United Kingdom,2019,364,4
484,Someone You Loved,Lewis Capaldi,United Kingdom,2019,364,5
485,Grace,Lewis Capaldi,United Kingdom,2019,363,6
486,Options,"NSG, Tion Wayne",United Kingdom,2019,363,7
487,Shallow,"Lady Gaga, Bradley Cooper",United Kingdom,2019,363,8
488,Shotgun,George Ezra,United Kingdom,2019,363,9
489,Sweet but Psycho,Ava Max,United Kingdom,2019,363,10
490,Wow.,Post Malone,United Kingdom,2019,362,11
491,Funky Friday,"Dave, Fredo",United Kingdom,2019,360,12
492,Happier,"Marshmello, Bastille",United Kingdom,2019,360,13
493,Bohemian Rhapsody - Remastered 2011,Queen,United Kingdom,2019,360,14
494,Eastside (with Halsey & Khalid),benny blanco,United Kingdom,2019,356,15
495,rockstar (feat. 21 Savage),Post Malone,United Kingdom,2019,356,16
496,"thank u, next",Ariana Grande,United Kingdom,2019,353,17
497,Wonderwall - Remastered,Oasis,United Kingdom,2019,350,18
498,High Hopes,Panic! At The Disco,United Kingdom,2019,350,19
499,SICKO MODE,Travis Scott,United Kingdom,2019,349,20
500,Circles,Post Malone,Australia,2020,366,1
501,Roses - Imanbek Remix,SAINt JHN,Australia,2020,366,2
502,Lucid Dreams,Juice WRLD,Australia,2020,366,3
503,Blinding Lights,The Weeknd,Australia,2020,366,4
504,Mr. Brightside,The Killers,Australia,2020,366,5
505,Before You Go,Lewis Capaldi,Australia,2020,366,6
506,Someone You Loved,Lewis Capaldi,Australia,2020,366,7
507,Watermelon Sugar,Harry Styles,Australia,2020,366,8
508,Dance Monkey,Tones And I,Australia,2020,366,9
509,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Australia,2020,366,10
510,Don't Start Now,Dua Lipa,Australia,2020,366,11
511,Adore You,Harry Styles,Australia,2020,365,12
512,Never Seen the Rain,Tones And I,Australia,2020,364,13
513,Rushing Back,"Flume, Vera Blue",Australia,2020,364,14
514,Shallow,"Lady Gaga, Bradley Cooper",Australia,2020,364,15
515,Pump It Up,Endor,Australia,2020,364,16
516,Be Alright,Dean Lewis,Australia,2020,364,17
517,Ride It,Regard,Australia,2020,364,18
518,I Don't Care (with Justin Bieber),Ed Sheeran,Australia,2020,364,19
519,ROXANNE,Arizona Zervas,Australia,2020,364,20
520,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Bolivia,2020,366,1
521,Tal Vez,Paulo Londra,Bolivia,2020,366,2
522,Mala Fama,Danna Paola,Bolivia,2020,366,3
523,Don't Start Now,Dua Lipa,Bolivia,2020,366,4
524,Fantasias,"Rauw Alejandro, Farruko",Bolivia,2020,366,5
525,Blinding Lights,The Weeknd,Bolivia,2020,366,6
526,Vete,Bad Bunny,Bolivia,2020,366,7
527,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Bolivia,2020,366,8
528,LA CANCIÓN,"J Balvin, Bad Bunny",Bolivia,2020,366,9
529,Me Rehúso,Danny Ocean,Bolivia,2020,366,10
530,Callaita,"Bad Bunny, Tainy",Bolivia,2020,366,11
531,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Bolivia,2020,366,12
532,Amor A Primera Vista,"Los Ángeles Azules, Belinda, Lalo Ebratt, Horacio Palencia",Bolivia,2020,366,13
533,No Te Contaron Mal,Christian Nodal,Bolivia,2020,366,14
534,11 PM,Maluma,Bolivia,2020,366,15
535,Dance Monkey,Tones And I,Bolivia,2020,366,16
536,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Bolivia,2020,366,17
537,Tutu,"Camilo, Pedro Capó",Bolivia,2020,366,18
538,Detente,"Mike Bahía, Danny Ocean",Bolivia,2020,366,19
539,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",Bolivia,2020,366,20
540,Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,"Grupo Menos É Mais, Di Propósito, Vou Zuar",Brazil,2021,365,1
541,Facas - Ao Vivo,"Diego & Victor Hugo, Bruno & Marrone",Brazil,2021,365,2
542,Coração Na Cama - Ao Vivo,Hugo & Guilherme,Brazil,2021,361,3
543,Blinding Lights,The Weeknd,Brazil,2021,361,4
544,Watermelon Sugar,Harry Styles,Brazil,2021,360,5
545,Foi Pá Pum,Simone & Simaria,Brazil,2021,356,6
546,"Ele É Ele, Eu Sou Eu","Wesley Safadão, Os Barões Da Pisadinha",Brazil,2021,346,7
547,Paradigmas,Jorge & Mateus,Brazil,2021,341,8
548,Troca de Calçada,Marília Mendonça,Brazil,2021,337,9
549,Alô Ambev (Segue Sua Vida) - Ao Vivo,Zé Neto & Cristiano,Brazil,2021,333,10
550,M4,"Teto, Matuê",Brazil,2021,332,11
551,Don't Start Now,Dua Lipa,Brazil,2021,330,12
552,Uma Ex (Ao Vivo),"Murilo Huff, Jorge",Brazil,2021,329,13
553,Maçã Verde,MC Hariel,Brazil,2021,329,14
554,Tapão Na Raba,Raí Saia Rodada,Brazil,2021,328,15
555,Batom de Cereja - Ao Vivo,Israel & Rodolffo,Brazil,2021,328,16
556,Localiza Aí BB,"Vitor e Luan, Henrique & Juliano",Brazil,2021,323,17
557,Freio da Blazer,L7NNON,Brazil,2021,320,18
558,Último Beijo,"Bruno & Marrone, Wesley Safadão",Brazil,2021,319,19
559,Levitating (feat. DaBaby),Dua Lipa,Brazil,2021,312,20
560,ErruDumEllaHvad,ICEKIID,Denmark,2021,334,1
561,Blinding Lights,The Weeknd,Denmark,2021,334,2
562,føler mig selv 100,andreas odbjerg,Denmark,2021,334,3
563,Blå Himmel (feat. Hans Philip),KESI,Denmark,2021,334,4
564,Gonzo,Suspekt,Denmark,2021,333,5
565,Someone You Loved,Lewis Capaldi,Denmark,2021,333,6
566,Solhverv,Lord Siva,Denmark,2021,333,7
567,Head & Heart (feat. MNEK),Joel Corry,Denmark,2021,333,8
568,The Business,Tiësto,Denmark,2021,333,9
569,Stjernerne,Lord Siva,Denmark,2021,333,10
570,What A Life,Scarlet Pleasure,Denmark,2021,331,11
571,All My Love,Rocazino,Denmark,2021,331,12
572,Hurtige Hænder - Acoustic Version - Moyo Live P3,The Minds Of 99,Denmark,2021,331,13
573,Levitating (feat. DaBaby),Dua Lipa,Denmark,2021,331,14
574,Before You Go,Lewis Capaldi,Denmark,2021,329,15
575,WITHOUT YOU,The Kid LAROI,Denmark,2021,328,16
576,Save Your Tears,The Weeknd,Denmark,2021,327,17
577,Bando Bitch,Branco,Denmark,2021,322,18
578,you broke me first,Tate McRae,Denmark,2021,322,19
579,Shallow,"Lady Gaga, Bradley Cooper",Denmark,2021,320,20
580,Detente,"Mike Bahía, Danny Ocean",Ecuador,2020,366,1
581,Dance Monkey,Tones And I,Ecuador,2020,366,2
582,Don't Start Now,Dua Lipa,Ecuador,2020,366,3
583,Tusa,"KAROL G, Nicki Minaj",Ecuador,2020,366,4
584,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Ecuador,2020,366,5
585,Fuentes de Ortiz,Ed Maverick,Ecuador,2020,366,6
586,Destino,"Greeicy, Nacho",Ecuador,2020,366,7
587,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Ecuador,2020,366,8
588,UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",Ecuador,2020,366,9
589,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Ecuador,2020,366,10
590,Te Vi,"Piso 21, Micro TDH",Ecuador,2020,366,11
591,Caraluna,Bacilos,Ecuador,2020,366,12
592,Blinding Lights,The Weeknd,Ecuador,2020,366,13
593,Fantasias,"Rauw Alejandro, Farruko",Ecuador,2020,366,14
594,LA CANCIÓN,"J Balvin, Bad Bunny",Ecuador,2020,366,15
595,Tutu,"Camilo, Pedro Capó",Ecuador,2020,366,16
596,Me Rehúso,Danny Ocean,Ecuador,2020,366,17
597,QUE PRETENDES,"J Balvin, Bad Bunny",Ecuador,2020,366,18
598,Tal Vez,Paulo Londra,Ecuador,2020,366,19
599,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Ecuador,2020,366,20
600,El Color de Tus Ojos,Banda MS de Sergio Lizárraga,El Salvador,2018,365,1
601,Otra vez (feat. J Balvin),Zion & Lennox,El Salvador,2018,365,2
602,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,El Salvador,2018,365,3
603,Se Preparó,Ozuna,El Salvador,2018,365,4
604,New Rules,Dua Lipa,El Salvador,2018,365,5
605,Esperándote,Manuel Turizo,El Salvador,2018,365,6
606,Escápate Conmigo (feat. Ozuna),Wisin,El Salvador,2018,365,7
607,Shape of You,Ed Sheeran,El Salvador,2018,365,8
608,Robarte un Beso,"Carlos Vives, Sebastian Yatra",El Salvador,2018,365,9
609,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,El Salvador,2018,365,10
610,Dembow,Danny Ocean,El Salvador,2018,365,11
611,Una Lady Como Tú,Manuel Turizo,El Salvador,2018,365,12
612,Believer,Imagine Dragons,El Salvador,2018,365,13
613,Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",El Salvador,2018,365,14
614,Me Rehúso,Danny Ocean,El Salvador,2018,365,15
615,Perfect,Ed Sheeran,El Salvador,2018,364,16
616,Thunder,Imagine Dragons,El Salvador,2018,363,17
617,Besos En Guerra,"Morat, Juanes",El Salvador,2018,362,18
618,Bella,Wolfine,El Salvador,2018,362,19
619,Amantes,"Greeicy, Mike Bahía",El Salvador,2018,360,20
620,Was du Liebe nennst,Bausa,Germany,2018,363,1
621,Ohne mein Team,"Bonez MC, RAF Camora, Maxwell",Germany,2018,360,2
622,Shape of You,Ed Sheeran,Germany,2018,339,3
623,Believer,Imagine Dragons,Germany,2018,339,4
624,Primo,RAF Camora,Germany,2018,336,5
625,God's Plan,Drake,Germany,2018,329,6
626,More Than You Know,Axwell /\ Ingrosso,Germany,2018,324,7
627,Havana (feat. Young Thug),Camila Cabello,Germany,2018,323,8
628,FRIENDS,"Marshmello, Anne-Marie",Germany,2018,321,9
629,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,Germany,2018,321,10
630,Magisch,"Olexesh, Edin",Germany,2018,315,11
631,Von Party zu Party,SXTN,Germany,2018,311,12
632,SAD!,XXXTENTACION,Germany,2018,303,13
633,Nevermind,Dennis Lloyd,Germany,2018,301,14
634,Kontrollieren,"RAF Camora, Bonez MC, Gzuz, Maxwell",Germany,2018,299,15
635,Barking,Ramz,Germany,2018,295,16
636,The Middle,"Zedd, Maren Morris, Grey",Germany,2018,289,17
637,Thunder,Imagine Dragons,Germany,2018,285,18
638,Perfect,Ed Sheeran,Germany,2018,284,19
639,Olé Olé,"Capital Bra, RAF Camora, Joshi Mizu",Germany,2018,279,20
640,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,Honduras,2018,365,1
641,Me Rehúso,Danny Ocean,Honduras,2018,365,2
642,Shape of You,Ed Sheeran,Honduras,2018,365,3
643,El Color de Tus Ojos,Banda MS de Sergio Lizárraga,Honduras,2018,365,4
644,New Rules,Dua Lipa,Honduras,2018,365,5
645,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Honduras,2018,365,6
646,Perfect,Ed Sheeran,Honduras,2018,364,7
647,Otra vez (feat. J Balvin),Zion & Lennox,Honduras,2018,364,8
648,Robarte un Beso,"Carlos Vives, Sebastian Yatra",Honduras,2018,362,9
649,Dembow,Danny Ocean,Honduras,2018,359,10
650,IDGAF,Dua Lipa,Honduras,2018,354,11
651,God's Plan,Drake,Honduras,2018,346,12
652,Solita,"Ozuna, Mambo Kingz, DJ Luian, Bad Bunny, Wisin, Almighty",Honduras,2018,346,13
653,Solo,"Amenazzy, Lary Over",Honduras,2018,345,14
654,Adiós Amor,Christian Nodal,Honduras,2018,344,15
655,Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Honduras,2018,343,16
656,Criminal,"Natti Natasha, Ozuna",Honduras,2018,332,17
657,No Hay Nadie Más,Sebastian Yatra,Honduras,2018,326,18
658,Me Niego (feat. Ozuna & Wisin),Reik,Honduras,2018,319,19
659,Síguelo Bailando,Ozuna,Honduras,2018,309,20
660,La Forma en Que Me Miras,"Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön",Honduras,2021,334,1
661,Chica Ideal,"Sebastian Yatra, Guaynaa",Honduras,2021,334,2
662,Yo Perreo Sola,Bad Bunny,Honduras,2021,334,3
663,Reloj,"Rauw Alejandro, Anuel AA",Honduras,2021,334,4
664,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",Honduras,2021,334,5
665,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",Honduras,2021,334,6
666,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",Honduras,2021,334,7
667,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Honduras,2021,334,8
668,Si Estuviésemos Juntos,Bad Bunny,Honduras,2021,334,9
669,De Los Besos Que Te Di,Christian Nodal,Honduras,2021,334,10
670,Aquí Abajo,Christian Nodal,Honduras,2021,334,11
671,La Difícil,Bad Bunny,Honduras,2021,334,12
672,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Honduras,2021,334,13
673,Una Locura,"Ozuna, J Balvin, Chencho Corleone",Honduras,2021,334,14
674,Otra Noche en Miami,Bad Bunny,Honduras,2021,334,15
675,HACIENDO QUE ME AMAS,Bad Bunny,Honduras,2021,334,16
676,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Honduras,2021,334,17
677,Me Rehúso,Danny Ocean,Honduras,2021,334,18
678,Levitating (feat. DaBaby),Dua Lipa,Honduras,2021,334,19
679,Hasta Abajo,"Kevin Roldan, Bryant Myers, Lyanno",Honduras,2021,334,20
680,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya, The Greatest Showman Ensemble",Ireland,2018,365,1
681,This Is Me,"Keala Settle, The Greatest Showman Ensemble",Ireland,2018,365,2
682,A Million Dreams,"Ziv Zaifman, Hugh Jackman, Michelle Williams",Ireland,2018,365,3
683,Rewrite The Stars,"Zac Efron, Zendaya",Ireland,2018,364,4
684,Mr. Brightside,The Killers,Ireland,2018,363,5
685,I Fall Apart,Post Malone,Ireland,2018,363,6
686,IDGAF,Dua Lipa,Ireland,2018,362,7
687,New Rules,Dua Lipa,Ireland,2018,361,8
688,Never Enough,Loren Allred,Ireland,2018,360,9
689,Africa,TOTO,Ireland,2018,360,10
690,Unforgettable,"French Montana, Swae Lee",Ireland,2018,357,11
691,Say You Won't Let Go,James Arthur,Ireland,2018,353,12
692,Shape of You,Ed Sheeran,Ireland,2018,351,13
693,Take My Hand,Picture This,Ireland,2018,348,14
694,Feel It Still,Portugal. The Man,Ireland,2018,345,15
695,God's Plan,Drake,Ireland,2018,345,16
696,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,Ireland,2018,345,17
697,Too Good At Goodbyes,Sam Smith,Ireland,2018,344,18
698,Happier,Ed Sheeran,Ireland,2018,343,19
699,Havana (feat. Young Thug),Camila Cabello,Ireland,2018,342,20
700,Lucid Dreams,Juice WRLD,Israel,2020,366,1
701,מסע,Eliad,Israel,2020,366,2
702,צבעים,"Gil Vain, Ron Buhnik",Israel,2020,366,3
703,אין יותר מועדונים,Eden Hason,Israel,2020,366,4
704,תתארו לכם,Shlomo Artzi,Israel,2020,366,5
705,נתראה בגלגול הבא,Ravid Plotnik,Israel,2020,366,6
706,bad guy,Billie Eilish,Israel,2020,366,7
707,איך אפשר,Jane Bordeaux,Israel,2020,366,8
708,Someone You Loved,Lewis Capaldi,Israel,2020,366,9
709,HIGHEST IN THE ROOM,Travis Scott,Israel,2020,366,10
710,Señorita,"Shawn Mendes, Camila Cabello",Israel,2020,366,11
711,במקום הכי רחוק,Benaia Barabi,Israel,2020,366,12
712,הלב שלי,Ishay Ribo,Israel,2020,366,13
713,נחכה לך,"Nathan Goshen, Ishay Ribo",Israel,2020,366,14
714,בלילות,Rotem Cohen,Israel,2020,366,15
715,Don't Start Now,Dua Lipa,Israel,2020,366,16
716,ניצחת איתי הכל לייב,"Ishay Ribo, Amir Benayoun, Amir Dadon",Israel,2020,366,17
717,עד מחר,Eviatar Banai,Israel,2020,366,18
718,בין קודש לחול,"Amir Dadon, Shuli Rand",Israel,2020,366,19
719,אלוף העולם,Hanan Ben Ari,Israel,2020,366,20
720,ひまわりの約束,Motohiro Hata,Japan,2019,417,1
721,WanteD! WanteD!,Mrs. GREEN APPLE,Japan,2019,365,2
722,チェリー,SPITZ,Japan,2019,365,3
723,アイノカタチ,"MISIA, HIDE (GReeeeN)",Japan,2019,365,4
724,愛をこめて花束を,Superfly,Japan,2019,365,5
725,Shape of You,Ed Sheeran,Japan,2019,365,6
726,ワタリドリ,[Alexandros],Japan,2019,365,7
727,打上花火,"DAOKO, Kenshi Yonezu",Japan,2019,365,8
728,AM11:00,HY,Japan,2019,365,9
729,ノーダウト,Official HIGE DANdism,Japan,2019,365,10
730,恋音と雨空,AAA,Japan,2019,365,11
731,HANABI,Mr.Children,Japan,2019,365,12
732,青と夏,Mrs. GREEN APPLE,Japan,2019,365,13
733,Stand By You,Official HIGE DANdism,Japan,2019,365,14
734,満月の夜なら,Aimyon,Japan,2019,365,15
735,鱗(うろこ),Motohiro Hata,Japan,2019,365,16
736,君はロックを聴かない,Aimyon,Japan,2019,365,17
737,Kimiga Kureta Natsu,Leo Ieiri,Japan,2019,365,18
738,2002,Anne-Marie,Japan,2019,365,19
739,My Boo,Shota Shimizu,Japan,2019,365,20
740,白日,King Gnu,Japan,2021,334,1
741,I CAN'T STOP ME,TWICE,Japan,2021,334,2
742,猫 〜THE FIRST TAKE ver.〜,DISH//,Japan,2021,334,3
743,DNA,BTS,Japan,2021,334,4
744,ぎゅっと。,もさを。,Japan,2021,334,5
745,ノーダウト,Official HIGE DANdism,Japan,2021,334,6
746,Life Goes On,BTS,Japan,2021,334,7
747,僕のこと,Mrs. GREEN APPLE,Japan,2021,334,8
748,魔法の絨毯,Takaya Kawasaki,Japan,2021,334,9
749,東京フラッシュ,Vaundy,Japan,2021,334,10
750,Make you happy,NiziU,Japan,2021,334,11
751,napori,Vaundy,Japan,2021,334,12
752,ハルジオン,YOASOBI,Japan,2021,334,13
753,Wherever you are,ONE OK ROCK,Japan,2021,334,14
754,炎,LiSA,Japan,2021,334,15
755,Pretender,Official HIGE DANdism,Japan,2021,334,16
756,さよならエレジー,Masaki Suda,Japan,2021,334,17
757,高嶺の花子さん,back number,Japan,2021,334,18
758,CHILDAYS,BLOOM VASE,Japan,2021,334,19
759,インフェルノ,Mrs. GREEN APPLE,Japan,2021,334,20
760,I Got Love,"MiyaGi & Endspiel, Rem Digga",Latvia,2018,319,1
761,Jocelyn Flores,XXXTENTACION,Latvia,2018,299,2
762,SAD!,XXXTENTACION,Latvia,2018,297,3
763,Nevermind,Dennis Lloyd,Latvia,2018,280,4
764,rockstar (feat. 21 Savage),Post Malone,Latvia,2018,244,5
765,Youngblood,5 Seconds of Summer,Latvia,2018,244,6
766,Better Now,Post Malone,Latvia,2018,244,7
767,Moonlight,XXXTENTACION,Latvia,2018,238,8
768,Lucid Dreams,Juice WRLD,Latvia,2018,223,9
769,God's Plan,Drake,Latvia,2018,220,10
770,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,Latvia,2018,213,11
